attendance,away_team,away_team_errors,away_team_hits,away_team_runs,boxscore_url,date,field_type,game_duration,game_type,home_team,home_team_errors,home_team_hits,home_team_runs,start_time,venue
20933.0,Los Angeles Dodgers,1,8,5,https://www.baseball-reference.com/boxes/MIA/MIA201609100.shtml,"Saturday, September 10, 2016",,: 2:52,"Night Game, on grass",Miami Marlins,0,2,0,Start Time: 7:12 p.m. Local, Marlins Park
41854.0,Chicago Cubs,1,2,1,https://www.baseball-reference.com/boxes/HOU/HOU201609100.shtml,"Saturday, September 10, 2016",,: 2:54,"Day Game, on grass",Houston Astros,1,5,2,Start Time: 12:07 p.m. Local, Minute Maid Park
36634.0,Baltimore Orioles,0,12,11,https://www.baseball-reference.com/boxes/DET/DET201609100.shtml,"Saturday, September 10, 2016",,: 3:05,"Night Game, on grass",Detroit Tigers,0,8,3,Start Time: 7:21 p.m. Local, Comerica Park
20148.0,Kansas City Royals,0,7,6,https://www.baseball-reference.com/boxes/CHA/CHA201609100.shtml,"Saturday, September 10, 2016",,: 3:33,"Night Game, on grass",Chicago White Sox,1,13,5,Start Time: 6:11 p.m. Local, U.S. Cellular Field
33841.0,Chicago Cubs,0,5,2,https://www.baseball-reference.com/boxes/HOU/HOU201609090.shtml,"Friday, September 9, 2016",,: 2:34,"Night Game, on grass",Houston Astros,0,7,0,Start Time: 7:11 p.m. Local, Minute Maid Park
32140.0,Baltimore Orioles,0,5,3,https://www.baseball-reference.com/boxes/DET/DET201609090.shtml,"Friday, September 9, 2016",,: 2:54,"Night Game, on grass",Detroit Tigers,0,9,4,Start Time: 7:11 p.m. Local, Comerica Park
20653.0,Kansas City Royals,1,7,2,https://www.baseball-reference.com/boxes/CHA/CHA201609090.shtml,"Friday, September 9, 2016",,: 3:11,"Night Game, on grass",Chicago White Sox,3,13,7,Start Time: 7:10 p.m. Local, U.S. Cellular Field
28225.0,New York Mets,0,6,6,https://www.baseball-reference.com/boxes/ATL/ATL201609090.shtml,"Friday, September 9, 2016",,: 3:17,"Night Game, on grass",Atlanta Braves,1,11,4,Start Time: 7:37 p.m. Local, Turner Field
26492.0,San Francisco Giants,0,12,7,https://www.baseball-reference.com/boxes/ARI/ARI201609090.shtml,"Friday, September 9, 2016",,: 5:23,"Night Game, on grass",Arizona Diamondbacks,1,10,6,Start Time: 6:41 p.m. Local, Chase Field
42139.0,Texas Rangers,0,8,2,https://www.baseball-reference.com/boxes/ANA/ANA201609090.shtml,"Friday, September 9, 2016",,: 3:22,"Night Game, on grass",Los Angeles Angels of Anaheim,0,4,1,Start Time: 7:08 p.m. Local, Angel Stadium of Anaheim
25412.0,Philadelphia Phillies,1,6,4,https://www.baseball-reference.com/boxes/WAS/WAS201609080.shtml,"Thursday, September 8, 2016",,: 2:48,"Night Game, on grass",Washington Nationals,1,5,1,Start Time: 7:05 p.m. Local, Nationals Park
40416.0,Milwaukee Brewers,2,17,12,https://www.baseball-reference.com/boxes/SLN/SLN201609080.shtml,"Thursday, September 8, 2016",,: 3:15,"Night Game, on grass",St. Louis Cardinals,1,11,5,Start Time: 6:15 p.m. Local, Busch Stadium III
17493.0,Texas Rangers,0,8,3,https://www.baseball-reference.com/boxes/SEA/SEA201609080.shtml,"Thursday, September 8, 2016",,: 3:22,"Night Game, on grass",Seattle Mariners,0,11,6,Start Time: 7:10 p.m. Local, Safeco Field
26053.0,Colorado Rockies,2,8,1,https://www.baseball-reference.com/boxes/SDN/SDN201609080.shtml,"Thursday, September 8, 2016",,: 3:26,"Night Game, on grass",San Diego Padres,0,12,14,Start Time: 7:10 p.m. Local, Petco Park
22288.0,Cincinnati Reds,0,6,1,https://www.baseball-reference.com/boxes/PIT/PIT201609080.shtml,"Thursday, September 8, 2016",,: 2:28,"Night Game, on grass",Pittsburgh Pirates,1,11,4,Start Time: 7:07 p.m. Local, PNC Park
27631.0,Tampa Bay Rays,1,12,4,https://www.baseball-reference.com/boxes/NYA/NYA201609080.shtml,"Thursday, September 8, 2016",,: 3:21,"Night Game, on grass",New York Yankees,0,10,5,Start Time: 7:07 p.m. Local, Yankee Stadium III
15275.0,Houston Astros,0,9,7,https://www.baseball-reference.com/boxes/CLE/CLE201609080.shtml,"Thursday, September 8, 2016",,: 3:14,"Day Game, on grass",Cleveland Indians,0,9,10,Start Time: 12:10 p.m. Local, Progressive Field
19894.0,Atlanta Braves,0,13,4,https://www.baseball-reference.com/boxes/WAS/WAS201609070.shtml,"Wednesday, September 7, 2016",,: 4:39,"Night Game, on grass",Washington Nationals,0,15,5,Start Time: 8:02 p.m. Local, Nationals Park
10537.0,Baltimore Orioles,0,10,6,https://www.baseball-reference.com/boxes/TBA/TBA201609070.shtml,"Wednesday, September 7, 2016",,: 3:25,"Day Game, on turf",Tampa Bay Rays,1,13,7,Start Time: 1:10 p.m. Local, Tropicana Field
15434.0,Texas Rangers,0,7,3,https://www.baseball-reference.com/boxes/SEA/SEA201609070.shtml,"Wednesday, September 7, 2016",,: 2:30,"Night Game, on grass",Seattle Mariners,1,8,8,Start Time: 7:11 p.m. Local, Safeco Field
31662.0,Boston Red Sox,0,9,7,https://www.baseball-reference.com/boxes/SDN/SDN201609070.shtml,"Wednesday, September 7, 2016",,: 3:01,"Night Game, on grass",San Diego Padres,1,7,2,Start Time: 6:11 p.m. Local, Petco Park
21523.0,St. Louis Cardinals,0,9,3,https://www.baseball-reference.com/boxes/PIT/PIT201609070.shtml,"Wednesday, September 7, 2016",,: 3:01,"Night Game, on grass",Pittsburgh Pirates,1,11,4,Start Time: 7:09 p.m. Local, PNC Park
11866.0,Los Angeles Angels of Anaheim,1,2,1,https://www.baseball-reference.com/boxes/OAK/OAK201609070.shtml,"Wednesday, September 7, 2016",,: 3:11,"Day Game, on grass",Oakland Athletics,0,10,4,Start Time: 12:37 p.m. Local, Oakland-Alameda County Coliseum
30501.0,Toronto Blue Jays,1,5,0,https://www.baseball-reference.com/boxes/NYA/NYA201609070.shtml,"Wednesday, September 7, 2016",,: 2:48,"Night Game, on grass",New York Yankees,0,9,2,Start Time: 7:09 p.m. Local, Yankee Stadium III
17972.0,Kansas City Royals,1,11,5,https://www.baseball-reference.com/boxes/MIN/MIN201609070.shtml,"Wednesday, September 7, 2016",,: 3:08,"Night Game, on grass",Minnesota Twins,1,12,6,Start Time: 7:10 p.m. Local, Target Field
23832.0,Chicago Cubs,0,3,1,https://www.baseball-reference.com/boxes/MIL/MIL201609070.shtml,"Wednesday, September 7, 2016",,: 2:54,"Night Game, on grass",Milwaukee Brewers,0,5,2,Start Time: 7:13 p.m. Local, Miller Park
16592.0,Philadelphia Phillies,1,4,0,https://www.baseball-reference.com/boxes/MIA/MIA201609070.shtml,"Wednesday, September 7, 2016",,: 2:52,"Night Game, on grass",Miami Marlins,0,13,6,Start Time: 7:10 p.m. Local, Marlins Park
44352.0,Arizona Diamondbacks,0,7,1,https://www.baseball-reference.com/boxes/LAN/LAN201609070.shtml,"Wednesday, September 7, 2016",,: 3:05,"Night Game, on grass",Los Angeles Dodgers,1,4,3,Start Time: 7:10 p.m. Local, Dodger Stadium
23961.0,San Francisco Giants,0,13,5,https://www.baseball-reference.com/boxes/COL/COL201609070.shtml,"Wednesday, September 7, 2016",,: 3:16,"Night Game, on grass",Colorado Rockies,0,11,6,Start Time: 6:41 p.m. Local, Coors Field
12063.0,Houston Astros,0,12,5,https://www.baseball-reference.com/boxes/CLE/CLE201609070.shtml,"Wednesday, September 7, 2016",,: 3:06,"Night Game, on grass",Cleveland Indians,0,12,6,Start Time: 7:10 p.m. Local, Progressive Field
13936.0,New York Mets,0,13,6,https://www.baseball-reference.com/boxes/CIN/CIN201609070.shtml,"Wednesday, September 7, 2016",,: 3:29,"Day Game, on grass",Cincinnati Reds,1,13,3,Start Time: 12:37 p.m. Local, Great American Ball Park
13078.0,Detroit Tigers,1,10,4,https://www.baseball-reference.com/boxes/CHA/CHA201609070.shtml,"Wednesday, September 7, 2016",,: 3:18,"Day Game, on grass",Chicago White Sox,0,13,7,Start Time: 1:50 p.m. Local, U.S. Cellular Field
17161.0,Atlanta Braves,2,11,7,https://www.baseball-reference.com/boxes/WAS/WAS201609060.shtml,"Tuesday, September 6, 2016",,: 3:38,"Night Game, on grass",Washington Nationals,0,12,9,Start Time: 7:06 p.m. Local, Nationals Park
12207.0,Baltimore Orioles,1,14,11,https://www.baseball-reference.com/boxes/TBA/TBA201609060.shtml,"Tuesday, September 6, 2016",,: 3:08,"Night Game, on turf",Tampa Bay Rays,1,8,2,Start Time: 7:10 p.m. Local, Tropicana Field
14615.0,Texas Rangers,2,15,10,https://www.baseball-reference.com/boxes/SEA/SEA201609060.shtml,"Tuesday, September 6, 2016",,: 3:44,"Night Game, on grass",Seattle Mariners,1,12,7,Start Time: 7:10 p.m. Local, Safeco Field
30644.0,Boston Red Sox,0,10,5,https://www.baseball-reference.com/boxes/SDN/SDN201609060.shtml,"Tuesday, September 6, 2016",,: 3:04,"Night Game, on grass",San Diego Padres,0,9,1,Start Time: 7:10 p.m. Local, Petco Park
20369.0,St. Louis Cardinals,2,15,9,https://www.baseball-reference.com/boxes/PIT/PIT201609060.shtml,"Tuesday, September 6, 2016",,: 3:36,"Night Game, on grass",Pittsburgh Pirates,0,12,7,Start Time: 7:06 p.m. Local, PNC Park
12298.0,Los Angeles Angels of Anaheim,0,5,2,https://www.baseball-reference.com/boxes/OAK/OAK201609060.shtml,"Tuesday, September 6, 2016",,: 2:14,"Night Game, on grass",Oakland Athletics,1,4,3,Start Time: 7:07 p.m. Local, Oakland-Alameda County Coliseum
27532.0,Toronto Blue Jays,1,11,6,https://www.baseball-reference.com/boxes/NYA/NYA201609060.shtml,"Tuesday, September 6, 2016",,: 3:21,"Night Game, on grass",New York Yankees,0,7,7,Start Time: 7:08 p.m. Local, Yankee Stadium III
22194.0,Kansas City Royals,0,10,10,https://www.baseball-reference.com/boxes/MIN/MIN201609060.shtml,"Tuesday, September 6, 2016",,: 3:07,"Night Game, on grass",Minnesota Twins,1,8,3,Start Time: 7:10 p.m. Local, Target Field
32888.0,Chicago Cubs,2,8,5,https://www.baseball-reference.com/boxes/MIL/MIL201609060.shtml,"Tuesday, September 6, 2016",,: 2:49,"Night Game, on grass",Milwaukee Brewers,0,16,12,Start Time: 7:10 p.m. Local, Miller Park
16169.0,Philadelphia Phillies,1,10,4,https://www.baseball-reference.com/boxes/MIA/MIA201609060.shtml,"Tuesday, September 6, 2016",,: 3:00,"Night Game, on grass",Miami Marlins,0,7,3,Start Time: 7:12 p.m. Local, Marlins Park
42457.0,Arizona Diamondbacks,0,4,2,https://www.baseball-reference.com/boxes/LAN/LAN201609060.shtml,"Tuesday, September 6, 2016",,: 2:49,"Night Game, on grass",Los Angeles Dodgers,0,11,5,Start Time: 7:10 p.m. Local, Dodger Stadium
22437.0,San Francisco Giants,0,8,3,https://www.baseball-reference.com/boxes/COL/COL201609060.shtml,"Tuesday, September 6, 2016",,: 3:02,"Night Game, on grass",Colorado Rockies,1,4,2,Start Time: 6:42 p.m. Local, Coors Field
11023.0,Houston Astros,1,7,4,https://www.baseball-reference.com/boxes/CLE/CLE201609060.shtml,"Tuesday, September 6, 2016",,: 3:03,"Night Game, on grass",Cleveland Indians,0,7,3,Start Time: 7:11 p.m. Local, Progressive Field
13359.0,New York Mets,1,8,5,https://www.baseball-reference.com/boxes/CIN/CIN201609060.shtml,"Tuesday, September 6, 2016",,: 3:08,"Night Game, on grass",Cincinnati Reds,1,5,3,Start Time: 7:11 p.m. Local, Great American Ball Park
15155.0,Detroit Tigers,0,7,0,https://www.baseball-reference.com/boxes/CHA/CHA201609060.shtml,"Tuesday, September 6, 2016",,: 2:54,"Night Game, on grass",Chicago White Sox,0,8,2,Start Time: 7:11 p.m. Local, U.S. Cellular Field
26005.0,Atlanta Braves,0,11,4,https://www.baseball-reference.com/boxes/WAS/WAS201609050.shtml,"Monday, September 5, 2016",,: 2:59,"Day Game, on grass",Washington Nationals,2,9,6,Start Time: 4:06 p.m. Local, Nationals Park
12256.0,Baltimore Orioles,0,9,7,https://www.baseball-reference.com/boxes/TBA/TBA201609050.shtml,"Monday, September 5, 2016",,: 2:35,"Day Game, on turf",Tampa Bay Rays,1,2,3,Start Time: 1:11 p.m. Local, Tropicana Field
23618.0,Texas Rangers,0,7,6,https://www.baseball-reference.com/boxes/SEA/SEA201609050.shtml,"Monday, September 5, 2016",,: 3:32,"Day Game, on grass",Seattle Mariners,0,14,14,Start Time: 1:10 p.m. Local, Safeco Field
40446.0,Boston Red Sox,0,7,1,https://www.baseball-reference.com/boxes/SDN/SDN201609050.shtml,"Monday, September 5, 2016",,: 3:01,"Day Game, on grass",San Diego Padres,0,6,2,Start Time: 1:42 p.m. Local, Petco Park
26297.0,St. Louis Cardinals,0,14,12,https://www.baseball-reference.com/boxes/PIT/PIT201609050.shtml,"Monday, September 5, 2016",,: 3:25,"Day Game, on grass",Pittsburgh Pirates,2,12,6,Start Time: 4:09 p.m. Local, PNC Park
18149.0,Los Angeles Angels of Anaheim,0,14,10,https://www.baseball-reference.com/boxes/OAK/OAK201609050.shtml,"Monday, September 5, 2016",,: 3:44,"Day Game, on grass",Oakland Athletics,2,11,7,Start Time: 1:07 p.m. Local, Oakland-Alameda County Coliseum
42141.0,Toronto Blue Jays,0,8,3,https://www.baseball-reference.com/boxes/NYA/NYA201609050.shtml,"Monday, September 5, 2016",,: 2:49,"Day Game, on grass",New York Yankees,0,8,5,Start Time: 1:10 p.m. Local, Yankee Stadium III
20992.0,Kansas City Royals,0,16,11,https://www.baseball-reference.com/boxes/MIN/MIN201609050.shtml,"Monday, September 5, 2016",,: 3:24,"Day Game, on grass",Minnesota Twins,1,12,5,Start Time: 1:10 p.m. Local, Target Field
43662.0,Chicago Cubs,0,10,7,https://www.baseball-reference.com/boxes/MIL/MIL201609050.shtml,"Monday, September 5, 2016",,: 2:51,"Day Game, on grass",Milwaukee Brewers,2,6,2,Start Time: 12:11 p.m. Local, Miller Park
20849.0,Philadelphia Phillies,0,8,6,https://www.baseball-reference.com/boxes/MIA/MIA201609050.shtml,"Monday, September 5, 2016",,: 2:54,"Day Game, on grass",Miami Marlins,3,6,2,Start Time: 1:11 p.m. Local, Marlins Park
41820.0,Arizona Diamondbacks,0,4,2,https://www.baseball-reference.com/boxes/LAN/LAN201609050.shtml,"Monday, September 5, 2016",,: 3:12,"Night Game, on grass",Los Angeles Dodgers,0,11,10,Start Time: 5:11 p.m. Local, Dodger Stadium
26574.0,San Francisco Giants,0,2,0,https://www.baseball-reference.com/boxes/COL/COL201609050.shtml,"Monday, September 5, 2016",,: 2:24,"Day Game, on grass",Colorado Rockies,0,6,6,Start Time: 2:11 p.m. Local, Coors Field
18169.0,New York Mets,0,10,5,https://www.baseball-reference.com/boxes/CIN/CIN201609050.shtml,"Monday, September 5, 2016",,: 3:05,"Day Game, on grass",Cincinnati Reds,0,8,0,Start Time: 1:10 p.m. Local, Great American Ball Park
18653.0,Detroit Tigers,0,9,5,https://www.baseball-reference.com/boxes/CHA/CHA201609050.shtml,"Monday, September 5, 2016",,: 3:56,"Day Game, on grass",Chicago White Sox,1,10,3,Start Time: 3:11 p.m. Local, U.S. Cellular Field
46025.0,Houston Astros,0,11,7,https://www.baseball-reference.com/boxes/TEX/TEX201609040.shtml,"Sunday, September 4, 2016",,: 3:22,"Day Game, on grass",Texas Rangers,1,11,6,Start Time: 2:08 p.m. Local, Globe Life Park in Arlington
13884.0,Toronto Blue Jays,0,10,5,https://www.baseball-reference.com/boxes/TBA/TBA201609040.shtml,"Sunday, September 4, 2016",,: 3:18,"Day Game, on turf",Tampa Bay Rays,0,8,3,Start Time: 1:11 p.m. Local, Tropicana Field
24033.0,Los Angeles Angels of Anaheim,0,10,4,https://www.baseball-reference.com/boxes/SEA/SEA201609040.shtml,"Sunday, September 4, 2016",,: 3:00,"Day Game, on grass",Seattle Mariners,0,8,2,Start Time: 1:10 p.m. Local, Safeco Field
25318.0,Milwaukee Brewers,0,11,10,https://www.baseball-reference.com/boxes/PIT/PIT201609040.shtml,"Sunday, September 4, 2016",,: 3:10,"Day Game, on grass",Pittsburgh Pirates,2,6,0,Start Time: 1:38 p.m. Local, PNC Park
21322.0,Atlanta Braves,0,8,2,https://www.baseball-reference.com/boxes/PHI/PHI201609040.shtml,"Sunday, September 4, 2016",,: 3:14,"Day Game, on grass",Philadelphia Phillies,0,5,0,Start Time: 1:38 p.m. Local, Citizens Bank Park
25139.0,Boston Red Sox,2,6,0,https://www.baseball-reference.com/boxes/OAK/OAK201609040.shtml,"Sunday, September 4, 2016",,: 2:39,"Day Game, on grass",Oakland Athletics,1,2,1,Start Time: 1:07 p.m. Local, Oakland-Alameda County Coliseum
30257.0,Washington Nationals,0,9,1,https://www.baseball-reference.com/boxes/NYN/NYN201609040.shtml,"Sunday, September 4, 2016",,: 2:59,"Night Game, on grass",New York Mets,0,9,5,Start Time: 8:08 p.m. Local, Citi Field
22595.0,Chicago White Sox,0,16,13,https://www.baseball-reference.com/boxes/MIN/MIN201609040.shtml,"Sunday, September 4, 2016",,: 4:46,"Day Game, on grass",Minnesota Twins,3,18,11,Start Time: 1:11 p.m. Local, Target Field
46441.0,San Diego Padres,0,7,4,https://www.baseball-reference.com/boxes/LAN/LAN201609040.shtml,"Sunday, September 4, 2016",,: 3:09,"Day Game, on grass",Los Angeles Dodgers,1,9,7,Start Time: 1:10 p.m. Local, Dodger Stadium
34616.0,Detroit Tigers,0,13,6,https://www.baseball-reference.com/boxes/KCA/KCA201609040.shtml,"Sunday, September 4, 2016",,: 3:19,"Day Game, on grass",Kansas City Royals,0,7,5,Start Time: 1:17 p.m. Local, Kauffman Stadium
31981.0,Arizona Diamondbacks,1,10,8,https://www.baseball-reference.com/boxes/COL/COL201609040.shtml,"Sunday, September 4, 2016",,: 3:20,"Day Game, on grass",Colorado Rockies,0,11,5,Start Time: 2:10 p.m. Local, Coors Field
25910.0,Miami Marlins,0,11,5,https://www.baseball-reference.com/boxes/CLE/CLE201609040.shtml,"Sunday, September 4, 2016",,: 3:43,"Day Game, on grass",Cleveland Indians,2,10,6,Start Time: 4:11 p.m. Local, Progressive Field
26985.0,St. Louis Cardinals,0,5,5,https://www.baseball-reference.com/boxes/CIN/CIN201609040.shtml,"Sunday, September 4, 2016",,: 2:56,"Day Game, on grass",Cincinnati Reds,2,11,2,Start Time: 1:11 p.m. Local, Great American Ball Park
41293.0,San Francisco Giants,0,4,2,https://www.baseball-reference.com/boxes/CHN/CHN201609040.shtml,"Sunday, September 4, 2016",,: 4:23,"Day Game, on grass",Chicago Cubs,1,10,3,Start Time: 1:22 p.m. Local, Wrigley Field
31161.0,New York Yankees,0,7,5,https://www.baseball-reference.com/boxes/BAL/BAL201609040.shtml,"Sunday, September 4, 2016",,: 3:17,"Day Game, on grass",Baltimore Orioles,1,6,2,Start Time: 1:38 p.m. Local, Oriole Park at Camden Yards
35538.0,Houston Astros,0,11,4,https://www.baseball-reference.com/boxes/TEX/TEX201609030.shtml,"Saturday, September 3, 2016",,: 3:27,"Day Game, on grass",Texas Rangers,0,16,12,Start Time: 3:09 p.m. Local, Globe Life Park in Arlington
14353.0,Toronto Blue Jays,0,6,5,https://www.baseball-reference.com/boxes/TBA/TBA201609030.shtml,"Saturday, September 3, 2016",,: 3:06,"Night Game, on turf",Tampa Bay Rays,0,13,7,Start Time: 6:10 p.m. Local, Tropicana Field
20357.0,Los Angeles Angels of Anaheim,0,15,10,https://www.baseball-reference.com/boxes/SEA/SEA201609030.shtml,"Saturday, September 3, 2016",,: 2:54,"Night Game, on grass",Seattle Mariners,1,9,3,Start Time: 6:10 p.m. Local, Safeco Field
26637.0,Milwaukee Brewers,1,14,7,https://www.baseball-reference.com/boxes/PIT/PIT201609030.shtml,"Saturday, September 3, 2016",,: 3:45,"Night Game, on grass",Pittsburgh Pirates,0,9,4,Start Time: 7:07 p.m. Local, PNC Park
19453.0,Atlanta Braves,1,9,6,https://www.baseball-reference.com/boxes/PHI/PHI201609030.shtml,"Saturday, September 3, 2016",,: 3:27,"Night Game, on grass",Philadelphia Phillies,2,6,4,Start Time: 7:06 p.m. Local, Citizens Bank Park
30045.0,Boston Red Sox,0,17,11,https://www.baseball-reference.com/boxes/OAK/OAK201609030.shtml,"Saturday, September 3, 2016",,: 3:00,"Night Game, on grass",Oakland Athletics,2,5,2,Start Time: 6:07 p.m. Local, Oakland-Alameda County Coliseum
36118.0,Washington Nationals,0,7,1,https://www.baseball-reference.com/boxes/NYN/NYN201609030.shtml,"Saturday, September 3, 2016",,: 3:13,"Night Game, on grass",New York Mets,1,6,3,Start Time: 7:11 p.m. Local, Citi Field
22274.0,Chicago White Sox,1,4,3,https://www.baseball-reference.com/boxes/MIN/MIN201609030.shtml,"Saturday, September 3, 2016",,: 3:12,"Night Game, on grass",Minnesota Twins,0,12,11,Start Time: 6:11 p.m. Local, Target Field
47590.0,San Diego Padres,0,4,1,https://www.baseball-reference.com/boxes/LAN/LAN201609030.shtml,"Saturday, September 3, 2016",,: 2:35,"Night Game, on grass",Los Angeles Dodgers,0,9,5,Start Time: 6:09 p.m. Local, Dodger Stadium
39757.0,Detroit Tigers,0,9,2,https://www.baseball-reference.com/boxes/KCA/KCA201609030.shtml,"Saturday, September 3, 2016",,: 3:14,"Night Game, on grass",Kansas City Royals,0,9,5,Start Time: 6:15 p.m. Local, Kauffman Stadium
30280.0,Arizona Diamondbacks,1,14,9,https://www.baseball-reference.com/boxes/COL/COL201609030.shtml,"Saturday, September 3, 2016",,: 3:11,"Night Game, on grass",Colorado Rockies,0,10,4,Start Time: 6:10 p.m. Local, Coors Field
27483.0,Miami Marlins,3,4,3,https://www.baseball-reference.com/boxes/CLE/CLE201609030.shtml,"Saturday, September 3, 2016",,: 2:38,"Night Game, on grass",Cleveland Indians,0,12,8,Start Time: 7:10 p.m. Local, Progressive Field
31118.0,St. Louis Cardinals,1,5,1,https://www.baseball-reference.com/boxes/CIN/CIN201609030.shtml,"Saturday, September 3, 2016",,: 3:10,"Day Game, on grass",Cincinnati Reds,1,12,9,Start Time: 4:10 p.m. Local, Great American Ball Park
41250.0,San Francisco Giants,1,4,3,https://www.baseball-reference.com/boxes/CHN/CHN201609030.shtml,"Saturday, September 3, 2016",,: 3:13,"Day Game, on grass",Chicago Cubs,1,7,2,Start Time: 1:22 p.m. Local, Wrigley Field
30855.0,New York Yankees,1,4,0,https://www.baseball-reference.com/boxes/BAL/BAL201609030.shtml,"Saturday, September 3, 2016",,: 3:02,"Night Game, on grass",Baltimore Orioles,0,8,2,Start Time: 7:06 p.m. Local, Oriole Park at Camden Yards
35102.0,Houston Astros,1,7,8,https://www.baseball-reference.com/boxes/TEX/TEX201609020.shtml,"Friday, September 2, 2016",,: 3:15,"Night Game, on grass",Texas Rangers,1,13,10,Start Time: 7:08 p.m. Local, Globe Life Park in Arlington
40818.0,San Francisco Giants,0,3,1,https://www.baseball-reference.com/boxes/CHN/CHN201609020.shtml,"Friday, September 2, 2016",,: 2:37,"Day Game, on grass",Chicago Cubs,0,5,2,Start Time: 1:21 p.m. Local, Wrigley Field
24226.0,New York Yankees,0,2,0,https://www.baseball-reference.com/boxes/BAL/BAL201609020.shtml,"Friday, September 2, 2016",,: 2:52,"Night Game, on grass",Baltimore Orioles,0,10,8,Start Time: 7:08 p.m. Local, Oriole Park at Camden Yards
29330.0,Miami Marlins,1,10,6,https://www.baseball-reference.com/boxes/NYN/NYN201609010.shtml,"Thursday, September 1, 2016",,: 3:25,"Night Game, on grass",New York Mets,0,9,4,Start Time: 7:10 p.m. Local, Citi Field
20329.0,Chicago White Sox,0,15,5,https://www.baseball-reference.com/boxes/MIN/MIN201609010.shtml,"Thursday, September 1, 2016",,: 3:13,"Night Game, on grass",Minnesota Twins,0,9,8,Start Time: 7:10 p.m. Local, Target Field
38536.0,San Francisco Giants,0,3,4,https://www.baseball-reference.com/boxes/CHN/CHN201609010.shtml,"Thursday, September 1, 2016",,: 2:54,"Night Game, on grass",Chicago Cubs,1,8,5,Start Time: 7:06 p.m. Local, Wrigley Field
22253.0,San Diego Padres,0,8,6,https://www.baseball-reference.com/boxes/ATL/ATL201609010.shtml,"Thursday, September 1, 2016",,: 2:48,"Day Game, on grass",Atlanta Braves,0,11,9,Start Time: 12:11 p.m. Local, Turner Field
21309.0,Seattle Mariners,0,8,1,https://www.baseball-reference.com/boxes/TEX/TEX201608310.shtml,"Wednesday, August 31, 2016",,: 3:01,"Day Game, on grass",Texas Rangers,1,12,14,Start Time: 1:08 p.m. Local, Globe Life Park in Arlington
41447.0,Arizona Diamondbacks,0,9,2,https://www.baseball-reference.com/boxes/SFN/SFN201608310.shtml,"Wednesday, August 31, 2016",,: 3:33,"Day Game, on grass",San Francisco Giants,0,9,4,Start Time: 12:45 p.m. Local, AT&T Park
16503.0,Washington Nationals,0,6,2,https://www.baseball-reference.com/boxes/PHI/PHI201608310.shtml,"Wednesday, August 31, 2016",,: 2:50,"Night Game, on grass",Philadelphia Phillies,1,2,1,Start Time: 7:08 p.m. Local, Citizens Bank Park
33471.0,Miami Marlins,0,7,2,https://www.baseball-reference.com/boxes/NYN/NYN201608310.shtml,"Wednesday, August 31, 2016",,: 2:46,"Night Game, on grass",New York Mets,3,9,5,Start Time: 7:10 p.m. Local, Citi Field
17645.0,St. Louis Cardinals,0,3,1,https://www.baseball-reference.com/boxes/MIL/MIL201608310.shtml,"Wednesday, August 31, 2016",,: 2:33,"Night Game, on grass",Milwaukee Brewers,1,4,3,Start Time: 7:11 p.m. Local, Miller Park
22615.0,New York Yankees,1,11,5,https://www.baseball-reference.com/boxes/KCA/KCA201608310.shtml,"Wednesday, August 31, 2016",,: 4:19,"Night Game, on grass",Kansas City Royals,2,6,4,Start Time: 7:16 p.m. Local, Kauffman Stadium
20033.0,Oakland Athletics,0,8,3,https://www.baseball-reference.com/boxes/HOU/HOU201608310.shtml,"Wednesday, August 31, 2016",,: 2:43,"Day Game, on grass",Houston Astros,1,6,4,Start Time: 1:11 p.m. Local, Minute Maid Park
32465.0,Chicago White Sox,0,4,2,https://www.baseball-reference.com/boxes/DET/DET201608310.shtml,"Wednesday, August 31, 2016",,: 2:46,"Day Game, on grass",Detroit Tigers,0,9,3,Start Time: 1:10 p.m. Local, Comerica Park
22683.0,Los Angeles Dodgers,2,10,10,https://www.baseball-reference.com/boxes/COL/COL201608312.shtml,"Wednesday, August 31, 2016",,: 3:36,"Night Game, on grass",Colorado Rockies,1,12,8,Start Time: 6:10 p.m. Local, Coors Field
24790.0,Los Angeles Dodgers,0,6,0,https://www.baseball-reference.com/boxes/COL/COL201608311.shtml,"Wednesday, August 31, 2016",,: 2:55,"Day Game, on grass",Colorado Rockies,0,14,7,Start Time: 1:12 p.m. Local, Coors Field
11811.0,Minnesota Twins,0,8,4,https://www.baseball-reference.com/boxes/CLE/CLE201608310.shtml,"Wednesday, August 31, 2016",,: 2:45,"Night Game, on grass",Cleveland Indians,0,12,8,Start Time: 7:11 p.m. Local, Progressive Field
38137.0,Pittsburgh Pirates,0,9,5,https://www.baseball-reference.com/boxes/CHN/CHN201608310.shtml,"Wednesday, August 31, 2016",,: 3:48,"Night Game, on grass",Chicago Cubs,2,8,6,Start Time: 7:09 p.m. Local, Wrigley Field
36786.0,Tampa Bay Rays,0,12,6,https://www.baseball-reference.com/boxes/BOS/BOS201608310.shtml,"Wednesday, August 31, 2016",,: 3:10,"Day Game, on grass",Boston Red Sox,0,12,8,Start Time: 1:36 p.m. Local, Fenway Park
