attendance,away_team,away_team_errors,away_team_hits,away_team_runs,boxscore_url,date,field_type,game_duration,game_type,home_team,home_team_errors,home_team_hits,home_team_runs,start_time,venue
33170.0,New York Yankees,0,16,8,https://www.baseball-reference.com/boxes/BAL/BAL201606040.shtml,"Saturday, June 4, 2016",,: 3:25,"Night Game, on grass",Baltimore Orioles,0,8,6,Start Time: 7:18 p.m. Local, Oriole Park at Camden Yards
32395.0,Seattle Mariners,0,9,3,https://www.baseball-reference.com/boxes/TEX/TEX201606030.shtml,"Friday, June 3, 2016",,: 2:52,"Night Game, on grass",Texas Rangers,0,13,7,Start Time: 7:07 p.m. Local, Globe Life Park in Arlington
43560.0,San Francisco Giants,1,8,5,https://www.baseball-reference.com/boxes/SLN/SLN201606030.shtml,"Friday, June 3, 2016",,: 3:11,"Night Game, on grass",St. Louis Cardinals,0,5,1,Start Time: 7:17 p.m. Local, Busch Stadium III
21588.0,Colorado Rockies,2,2,0,https://www.baseball-reference.com/boxes/SDN/SDN201606030.shtml,"Friday, June 3, 2016",,: 2:26,"Night Game, on grass",San Diego Padres,1,4,4,Start Time: 7:41 p.m. Local, Petco Park
27643.0,Los Angeles Angels of Anaheim,0,15,9,https://www.baseball-reference.com/boxes/PIT/PIT201606030.shtml,"Friday, June 3, 2016",,: 3:17,"Night Game, on grass",Pittsburgh Pirates,1,8,2,Start Time: 7:09 p.m. Local, PNC Park
20138.0,Milwaukee Brewers,0,5,3,https://www.baseball-reference.com/boxes/PHI/PHI201606030.shtml,"Friday, June 3, 2016",,: 3:03,"Night Game, on grass",Philadelphia Phillies,1,7,6,Start Time: 7:08 p.m. Local, Citizens Bank Park
21134.0,Tampa Bay Rays,0,7,4,https://www.baseball-reference.com/boxes/MIN/MIN201606030.shtml,"Friday, June 3, 2016",,: 3:03,"Night Game, on grass",Minnesota Twins,1,8,2,Start Time: 7:11 p.m. Local, Target Field
22269.0,New York Mets,1,10,6,https://www.baseball-reference.com/boxes/MIA/MIA201606030.shtml,"Friday, June 3, 2016",,: 2:55,"Night Game, on grass",Miami Marlins,0,7,2,Start Time: 7:11 p.m. Local, Marlins Park
46366.0,Atlanta Braves,0,7,2,https://www.baseball-reference.com/boxes/LAN/LAN201606030.shtml,"Friday, June 3, 2016",,: 2:42,"Night Game, on grass",Los Angeles Dodgers,0,5,4,Start Time: 7:11 p.m. Local, Dodger Stadium
26458.0,Oakland Athletics,0,9,2,https://www.baseball-reference.com/boxes/HOU/HOU201606030.shtml,"Friday, June 3, 2016",,: 2:59,"Night Game, on grass",Houston Astros,0,16,12,Start Time: 7:10 p.m. Local, Minute Maid Park
31184.0,Chicago White Sox,0,7,3,https://www.baseball-reference.com/boxes/DET/DET201606030.shtml,"Friday, June 3, 2016",,: 3:22,"Night Game, on grass",Detroit Tigers,0,14,10,Start Time: 7:10 p.m. Local, Comerica Park
24753.0,Kansas City Royals,1,3,1,https://www.baseball-reference.com/boxes/CLE/CLE201606030.shtml,"Friday, June 3, 2016",,: 2:25,"Night Game, on grass",Cleveland Indians,0,8,6,Start Time: 7:11 p.m. Local, Progressive Field
27258.0,Washington Nationals,0,7,2,https://www.baseball-reference.com/boxes/CIN/CIN201606030.shtml,"Friday, June 3, 2016",,: 2:55,"Night Game, on grass",Cincinnati Reds,0,12,7,Start Time: 7:10 p.m. Local, Great American Ball Park
38813.0,Arizona Diamondbacks,2,6,0,https://www.baseball-reference.com/boxes/CHN/CHN201606030.shtml,"Friday, June 3, 2016",,: 3:00,"Day Game, on grass",Chicago Cubs,0,7,6,Start Time: 1:21 p.m. Local, Wrigley Field
37129.0,Toronto Blue Jays,0,7,5,https://www.baseball-reference.com/boxes/BOS/BOS201606030.shtml,"Friday, June 3, 2016",,: 3:10,"Night Game, on grass",Boston Red Sox,1,5,2,Start Time: 7:10 p.m. Local, Fenway Park
25220.0,New York Yankees,0,10,5,https://www.baseball-reference.com/boxes/BAL/BAL201606030.shtml,"Friday, June 3, 2016",,: 3:00,"Night Game, on grass",Baltimore Orioles,1,11,6,Start Time: 7:08 p.m. Local, Oriole Park at Camden Yards
22588.0,Seattle Mariners,1,16,16,https://www.baseball-reference.com/boxes/SDN/SDN201606020.shtml,"Thursday, June 2, 2016",,: 3:50,"Night Game, on grass",San Diego Padres,1,20,13,Start Time: 6:10 p.m. Local, Petco Park
22890.0,Milwaukee Brewers,1,12,4,https://www.baseball-reference.com/boxes/PHI/PHI201606020.shtml,"Thursday, June 2, 2016",,: 3:14,"Night Game, on grass",Philadelphia Phillies,0,5,1,Start Time: 7:07 p.m. Local, Citizens Bank Park
20193.0,Tampa Bay Rays,0,9,4,https://www.baseball-reference.com/boxes/MIN/MIN201606020.shtml,"Thursday, June 2, 2016",,: 2:44,"Night Game, on grass",Minnesota Twins,1,15,6,Start Time: 7:11 p.m. Local, Target Field
19907.0,Pittsburgh Pirates,1,4,3,https://www.baseball-reference.com/boxes/MIA/MIA201606020.shtml,"Thursday, June 2, 2016",,: 3:54,"Night Game, on grass",Miami Marlins,0,7,4,Start Time: 7:11 p.m. Local, Marlins Park
24050.0,St. Louis Cardinals,0,4,1,https://www.baseball-reference.com/boxes/MIL/MIL201606010.shtml,"Wednesday, June 1, 2016",,: 2:20,"Day Game, on grass",Milwaukee Brewers,0,6,3,Start Time: 12:41 p.m. Local, Miller Park
17018.0,Pittsburgh Pirates,1,4,2,https://www.baseball-reference.com/boxes/MIA/MIA201606010.shtml,"Wednesday, June 1, 2016",,: 2:52,"Night Game, on grass",Miami Marlins,0,7,3,Start Time: 7:11 p.m. Local, Marlins Park
30554.0,Tampa Bay Rays,1,9,3,https://www.baseball-reference.com/boxes/KCA/KCA201606010.shtml,"Wednesday, June 1, 2016",,: 2:45,"Night Game, on grass",Kansas City Royals,0,11,6,Start Time: 7:15 p.m. Local, Kauffman Stadium
22642.0,Arizona Diamondbacks,1,8,4,https://www.baseball-reference.com/boxes/HOU/HOU201606010.shtml,"Wednesday, June 1, 2016",,: 3:43,"Night Game, on grass",Houston Astros,0,9,5,Start Time: 7:10 p.m. Local, Minute Maid Park
23612.0,Cincinnati Reds,1,10,7,https://www.baseball-reference.com/boxes/COL/COL201606010.shtml,"Wednesday, June 1, 2016",,: 2:50,"Night Game, on grass",Colorado Rockies,2,7,2,Start Time: 6:41 p.m. Local, Coors Field
10524.0,Texas Rangers,0,8,4,https://www.baseball-reference.com/boxes/CLE/CLE201606010.shtml,"Wednesday, June 1, 2016",,: 3:30,"Night Game, on grass",Cleveland Indians,0,10,5,Start Time: 6:11 p.m. Local, Progressive Field
36426.0,Los Angeles Dodgers,0,4,1,https://www.baseball-reference.com/boxes/CHN/CHN201606010.shtml,"Wednesday, June 1, 2016",,: 2:29,"Night Game, on grass",Chicago Cubs,0,3,2,Start Time: 7:10 p.m. Local, Wrigley Field
20750.0,Boston Red Sox,1,15,9,https://www.baseball-reference.com/boxes/BAL/BAL201606010.shtml,"Wednesday, June 1, 2016",,: 3:58,"Night Game, on grass",Baltimore Orioles,1,14,13,Start Time: 7:07 p.m. Local, Oriole Park at Camden Yards
15107.0,San Francisco Giants,0,8,4,https://www.baseball-reference.com/boxes/ATL/ATL201606010.shtml,"Wednesday, June 1, 2016",,: 3:38,"Night Game, on grass",Atlanta Braves,1,7,5,Start Time: 7:10 p.m. Local, Turner Field
35053.0,Detroit Tigers,0,11,3,https://www.baseball-reference.com/boxes/ANA/ANA201606010.shtml,"Wednesday, June 1, 2016",,: 2:55,"Day Game, on grass",Los Angeles Angels of Anaheim,1,2,0,Start Time: 4:08 p.m. Local, Angel Stadium of Anaheim
33419.0,New York Yankees,0,6,1,https://www.baseball-reference.com/boxes/TOR/TOR201605310.shtml,"Tuesday, May 31, 2016",,: 2:37,"Night Game, on turf",Toronto Blue Jays,0,7,4,Start Time: 7:08 p.m. Local, Rogers Centre
16815.0,San Diego Padres,0,7,4,https://www.baseball-reference.com/boxes/SEA/SEA201605310.shtml,"Tuesday, May 31, 2016",,: 3:09,"Day Game, on grass",Seattle Mariners,0,14,16,Start Time: 12:40 p.m. Local, Safeco Field
18572.0,Washington Nationals,0,8,5,https://www.baseball-reference.com/boxes/PHI/PHI201605310.shtml,"Tuesday, May 31, 2016",,: 2:54,"Night Game, on grass",Philadelphia Phillies,1,4,1,Start Time: 7:07 p.m. Local, Citizens Bank Park
12767.0,Minnesota Twins,1,12,4,https://www.baseball-reference.com/boxes/OAK/OAK201605310.shtml,"Tuesday, May 31, 2016",,: 3:14,"Night Game, on grass",Oakland Athletics,0,12,7,Start Time: 7:07 p.m. Local, Oakland-Alameda County Coliseum
32781.0,Chicago White Sox,2,8,6,https://www.baseball-reference.com/boxes/NYN/NYN201605310.shtml,"Tuesday, May 31, 2016",,: 3:02,"Night Game, on grass",New York Mets,3,8,4,Start Time: 7:10 p.m. Local, Citi Field
24487.0,St. Louis Cardinals,0,14,10,https://www.baseball-reference.com/boxes/MIL/MIL201605310.shtml,"Tuesday, May 31, 2016",,: 3:14,"Night Game, on grass",Milwaukee Brewers,0,7,3,Start Time: 7:11 p.m. Local, Miller Park
10637.0,Pittsburgh Pirates,0,5,1,https://www.baseball-reference.com/boxes/MIA/MIA201605310.shtml,"Tuesday, May 31, 2016",,: 2:36,"Night Game, on grass",Miami Marlins,0,10,3,Start Time: 7:11 p.m. Local, Marlins Park
26006.0,Tampa Bay Rays,0,13,5,https://www.baseball-reference.com/boxes/KCA/KCA201605310.shtml,"Tuesday, May 31, 2016",,: 3:27,"Night Game, on grass",Kansas City Royals,0,18,10,Start Time: 7:15 p.m. Local, Kauffman Stadium
20448.0,Cincinnati Reds,0,7,4,https://www.baseball-reference.com/boxes/COL/COL201605310.shtml,"Tuesday, May 31, 2016",,: 3:07,"Night Game, on grass",Colorado Rockies,1,19,17,Start Time: 6:42 p.m. Local, Coors Field
10428.0,Texas Rangers,0,11,7,https://www.baseball-reference.com/boxes/CLE/CLE201605310.shtml,"Tuesday, May 31, 2016",,: 2:51,"Night Game, on grass",Cleveland Indians,0,8,3,Start Time: 6:10 p.m. Local, Progressive Field
34681.0,Los Angeles Dodgers,0,8,5,https://www.baseball-reference.com/boxes/CHN/CHN201605310.shtml,"Tuesday, May 31, 2016",,: 2:57,"Night Game, on grass",Chicago Cubs,2,1,0,Start Time: 7:32 p.m. Local, Wrigley Field
17664.0,Boston Red Sox,0,10,6,https://www.baseball-reference.com/boxes/BAL/BAL201605310.shtml,"Tuesday, May 31, 2016",,: 2:48,"Night Game, on grass",Baltimore Orioles,1,7,2,Start Time: 7:07 p.m. Local, Oriole Park at Camden Yards
15723.0,San Francisco Giants,0,5,4,https://www.baseball-reference.com/boxes/ATL/ATL201605310.shtml,"Tuesday, May 31, 2016",,: 2:29,"Night Game, on grass",Atlanta Braves,0,1,0,Start Time: 7:10 p.m. Local, Turner Field
15556.0,Houston Astros,1,12,8,https://www.baseball-reference.com/boxes/ARI/ARI201605310.shtml,"Tuesday, May 31, 2016",,: 3:11,"Day Game, on grass",Arizona Diamondbacks,0,9,5,Start Time: 12:41 p.m. Local, Chase Field
35125.0,Detroit Tigers,0,8,9,https://www.baseball-reference.com/boxes/ANA/ANA201605310.shtml,"Tuesday, May 31, 2016",,: 3:19,"Night Game, on grass",Los Angeles Angels of Anaheim,0,17,11,Start Time: 7:07 p.m. Local, Angel Stadium of Anaheim
32921.0,New York Yankees,0,5,2,https://www.baseball-reference.com/boxes/TOR/TOR201605300.shtml,"Monday, May 30, 2016",,: 2:26,"Night Game, on turf",Toronto Blue Jays,0,8,4,Start Time: 7:07 p.m. Local, Rogers Centre
29764.0,San Diego Padres,1,9,3,https://www.baseball-reference.com/boxes/SEA/SEA201605300.shtml,"Monday, May 30, 2016",,: 2:56,"Day Game, on grass",Seattle Mariners,2,10,9,Start Time: 1:10 p.m. Local, Safeco Field
21993.0,Washington Nationals,0,5,4,https://www.baseball-reference.com/boxes/PHI/PHI201605300.shtml,"Monday, May 30, 2016",,: 2:53,"Night Game, on grass",Philadelphia Phillies,0,6,3,Start Time: 7:08 p.m. Local, Citizens Bank Park
17248.0,Minnesota Twins,0,8,2,https://www.baseball-reference.com/boxes/OAK/OAK201605300.shtml,"Monday, May 30, 2016",,: 2:32,"Day Game, on grass",Oakland Athletics,0,7,3,Start Time: 1:07 p.m. Local, Oakland-Alameda County Coliseum
38339.0,Chicago White Sox,0,2,0,https://www.baseball-reference.com/boxes/NYN/NYN201605300.shtml,"Monday, May 30, 2016",,: 2:34,"Day Game, on grass",New York Mets,0,7,1,Start Time: 1:10 p.m. Local, Citi Field
34569.0,St. Louis Cardinals,2,12,6,https://www.baseball-reference.com/boxes/MIL/MIL201605300.shtml,"Monday, May 30, 2016",,: 2:49,"Day Game, on grass",Milwaukee Brewers,1,5,0,Start Time: 1:11 p.m. Local, Miller Park
10856.0,Pittsburgh Pirates,0,14,10,https://www.baseball-reference.com/boxes/MIA/MIA201605300.shtml,"Monday, May 30, 2016",,: 2:37,"Night Game, on grass",Miami Marlins,0,3,0,Start Time: 7:12 p.m. Local, Marlins Park
32018.0,Tampa Bay Rays,3,5,2,https://www.baseball-reference.com/boxes/KCA/KCA201605300.shtml,"Monday, May 30, 2016",,: 3:03,"Night Game, on grass",Kansas City Royals,1,10,6,Start Time: 7:17 p.m. Local, Kauffman Stadium
30608.0,Cincinnati Reds,0,17,11,https://www.baseball-reference.com/boxes/COL/COL201605300.shtml,"Monday, May 30, 2016",,: 3:25,"Day Game, on grass",Colorado Rockies,0,11,8,Start Time: 2:13 p.m. Local, Coors Field
14514.0,Texas Rangers,0,11,9,https://www.baseball-reference.com/boxes/CLE/CLE201605300.shtml,"Monday, May 30, 2016",,: 2:36,"Night Game, on grass",Cleveland Indians,4,11,2,Start Time: 6:11 p.m. Local, Progressive Field
41470.0,Los Angeles Dodgers,1,1,0,https://www.baseball-reference.com/boxes/CHN/CHN201605300.shtml,"Monday, May 30, 2016",,: 2:40,"Day Game, on grass",Chicago Cubs,0,8,2,Start Time: 4:05 p.m. Local, Wrigley Field
43926.0,Boston Red Sox,0,11,7,https://www.baseball-reference.com/boxes/BAL/BAL201605300.shtml,"Monday, May 30, 2016",,: 2:54,"Day Game, on grass",Baltimore Orioles,0,4,2,Start Time: 1:40 p.m. Local, Oriole Park at Camden Yards
23147.0,San Francisco Giants,1,6,3,https://www.baseball-reference.com/boxes/ATL/ATL201605300.shtml,"Monday, May 30, 2016",,: 2:37,"Day Game, on grass",Atlanta Braves,2,6,5,Start Time: 1:10 p.m. Local, Turner Field
24798.0,Houston Astros,0,13,8,https://www.baseball-reference.com/boxes/ARI/ARI201605300.shtml,"Monday, May 30, 2016",,: 2:54,"Day Game, on grass",Arizona Diamondbacks,2,5,3,Start Time: 1:10 p.m. Local, Chase Field
38541.0,Detroit Tigers,1,4,1,https://www.baseball-reference.com/boxes/ANA/ANA201605300.shtml,"Monday, May 30, 2016",,: 2:46,"Night Game, on grass",Los Angeles Angels of Anaheim,0,6,5,Start Time: 6:07 p.m. Local, Angel Stadium of Anaheim
38898.0,St. Louis Cardinals,0,9,2,https://www.baseball-reference.com/boxes/WAS/WAS201605290.shtml,"Sunday, May 29, 2016",,: 3:12,"Day Game, on grass",Washington Nationals,0,12,10,Start Time: 1:38 p.m. Local, Nationals Park
47916.0,Boston Red Sox,0,9,5,https://www.baseball-reference.com/boxes/TOR/TOR201605290.shtml,"Sunday, May 29, 2016",,: 4:07,"Day Game, on turf",Toronto Blue Jays,0,10,3,Start Time: 1:18 p.m. Local, Rogers Centre
44613.0,Pittsburgh Pirates,1,8,2,https://www.baseball-reference.com/boxes/TEX/TEX201605290.shtml,"Sunday, May 29, 2016",,: 2:47,"Day Game, on grass",Texas Rangers,1,7,6,Start Time: 2:08 p.m. Local, Globe Life Park in Arlington
19748.0,New York Yankees,1,1,2,https://www.baseball-reference.com/boxes/TBA/TBA201605290.shtml,"Sunday, May 29, 2016",,: 2:45,"Day Game, on turf",Tampa Bay Rays,1,6,1,Start Time: 1:10 p.m. Local, Tropicana Field
33748.0,Minnesota Twins,0,7,5,https://www.baseball-reference.com/boxes/SEA/SEA201605290.shtml,"Sunday, May 29, 2016",,: 2:51,"Day Game, on grass",Seattle Mariners,0,7,4,Start Time: 1:10 p.m. Local, Safeco Field
20522.0,Detroit Tigers,1,5,2,https://www.baseball-reference.com/boxes/OAK/OAK201605290.shtml,"Sunday, May 29, 2016",,: 2:48,"Day Game, on grass",Oakland Athletics,0,9,4,Start Time: 1:07 p.m. Local, Oakland-Alameda County Coliseum
42287.0,Los Angeles Dodgers,0,9,4,https://www.baseball-reference.com/boxes/NYN/NYN201605290.shtml,"Sunday, May 29, 2016",,: 3:05,"Night Game, on grass",New York Mets,2,5,2,Start Time: 8:08 p.m. Local, Citi Field
34901.0,Cincinnati Reds,0,9,4,https://www.baseball-reference.com/boxes/MIL/MIL201605290.shtml,"Sunday, May 29, 2016",,: 3:10,"Day Game, on grass",Milwaukee Brewers,0,8,5,Start Time: 1:12 p.m. Local, Miller Park
36624.0,Chicago White Sox,0,9,4,https://www.baseball-reference.com/boxes/KCA/KCA201605290.shtml,"Sunday, May 29, 2016",,: 3:04,"Day Game, on grass",Kansas City Royals,0,11,5,Start Time: 1:17 p.m. Local, Kauffman Stadium
42307.0,San Francisco Giants,1,17,8,https://www.baseball-reference.com/boxes/COL/COL201605290.shtml,"Sunday, May 29, 2016",,: 3:25,"Day Game, on grass",Colorado Rockies,2,8,3,Start Time: 2:10 p.m. Local, Coors Field
18565.0,Baltimore Orioles,1,8,6,https://www.baseball-reference.com/boxes/CLE/CLE201605290.shtml,"Sunday, May 29, 2016",,: 3:14,"Day Game, on grass",Cleveland Indians,0,8,4,Start Time: 1:11 p.m. Local, Progressive Field
41575.0,Philadelphia Phillies,1,6,2,https://www.baseball-reference.com/boxes/CHN/CHN201605290.shtml,"Sunday, May 29, 2016",,: 2:50,"Day Game, on grass",Chicago Cubs,0,10,7,Start Time: 1:21 p.m. Local, Wrigley Field
50247.0,Miami Marlins,1,10,7,https://www.baseball-reference.com/boxes/ATL/ATL201605290.shtml,"Sunday, May 29, 2016",,: 3:18,"Night Game, on grass",Atlanta Braves,1,3,3,Start Time: 5:07 p.m. Local, Turner Field
21458.0,San Diego Padres,0,5,3,https://www.baseball-reference.com/boxes/ARI/ARI201605290.shtml,"Sunday, May 29, 2016",,: 2:39,"Day Game, on grass",Arizona Diamondbacks,0,9,6,Start Time: 1:10 p.m. Local, Chase Field
38274.0,St. Louis Cardinals,0,12,9,https://www.baseball-reference.com/boxes/WAS/WAS201605280.shtml,"Saturday, May 28, 2016",,: 3:00,"Night Game, on grass",Washington Nationals,0,7,4,Start Time: 7:17 p.m. Local, Nationals Park
48154.0,Boston Red Sox,3,15,9,https://www.baseball-reference.com/boxes/TOR/TOR201605280.shtml,"Saturday, May 28, 2016",,: 3:37,"Day Game, on turf",Toronto Blue Jays,2,13,10,Start Time: 1:08 p.m. Local, Rogers Centre
46950.0,Pittsburgh Pirates,0,7,2,https://www.baseball-reference.com/boxes/TEX/TEX201605280.shtml,"Saturday, May 28, 2016",,: 3:08,"Night Game, on grass",Texas Rangers,2,9,5,Start Time: 6:16 p.m. Local, Globe Life Park in Arlington
20188.0,New York Yankees,0,12,5,https://www.baseball-reference.com/boxes/TBA/TBA201605280.shtml,"Saturday, May 28, 2016",,: 3:15,"Day Game, on turf",Tampa Bay Rays,0,13,9,Start Time: 4:11 p.m. Local, Tropicana Field
28309.0,Minnesota Twins,1,11,6,https://www.baseball-reference.com/boxes/SEA/SEA201605280.shtml,"Saturday, May 28, 2016",,: 3:30,"Night Game, on grass",Seattle Mariners,0,14,5,Start Time: 7:10 p.m. Local, Safeco Field
24154.0,Detroit Tigers,0,6,3,https://www.baseball-reference.com/boxes/OAK/OAK201605280.shtml,"Saturday, May 28, 2016",,: 2:57,"Day Game, on grass",Oakland Athletics,1,17,12,Start Time: 1:07 p.m. Local, Oakland-Alameda County Coliseum
42227.0,Los Angeles Dodgers,0,14,9,https://www.baseball-reference.com/boxes/NYN/NYN201605280.shtml,"Saturday, May 28, 2016",,: 3:12,"Night Game, on grass",New York Mets,0,3,1,Start Time: 7:16 p.m. Local, Citi Field
30293.0,Cincinnati Reds,1,11,7,https://www.baseball-reference.com/boxes/MIL/MIL201605280.shtml,"Saturday, May 28, 2016",,: 3:46,"Day Game, on grass",Milwaukee Brewers,0,7,6,Start Time: 3:12 p.m. Local, Miller Park
31598.0,Chicago White Sox,0,11,7,https://www.baseball-reference.com/boxes/KCA/KCA201605280.shtml,"Saturday, May 28, 2016",,: 3:22,"Day Game, on grass",Kansas City Royals,2,12,8,Start Time: 1:14 p.m. Local, Kauffman Stadium
39253.0,San Francisco Giants,1,16,10,https://www.baseball-reference.com/boxes/COL/COL201605280.shtml,"Saturday, May 28, 2016",,: 3:27,"Day Game, on grass",Colorado Rockies,1,9,5,Start Time: 2:11 p.m. Local, Coors Field
21110.0,Baltimore Orioles,4,10,4,https://www.baseball-reference.com/boxes/CLE/CLE201605280.shtml,"Saturday, May 28, 2016",,: 3:02,"Day Game, on grass",Cleveland Indians,0,13,11,Start Time: 4:10 p.m. Local, Progressive Field
41555.0,Philadelphia Phillies,0,5,1,https://www.baseball-reference.com/boxes/CHN/CHN201605280.shtml,"Saturday, May 28, 2016",,: 2:18,"Day Game, on grass",Chicago Cubs,0,8,4,Start Time: 1:21 p.m. Local, Wrigley Field
33879.0,Miami Marlins,2,7,2,https://www.baseball-reference.com/boxes/ATL/ATL201605280.shtml,"Saturday, May 28, 2016",,: 3:15,"Day Game, on grass",Atlanta Braves,1,6,7,Start Time: 4:10 p.m. Local, Turner Field
23927.0,San Diego Padres,1,10,7,https://www.baseball-reference.com/boxes/ARI/ARI201605280.shtml,"Saturday, May 28, 2016",,: 3:21,"Night Game, on grass",Arizona Diamondbacks,1,10,8,Start Time: 7:10 p.m. Local, Chase Field
38176.0,Houston Astros,0,9,4,https://www.baseball-reference.com/boxes/ANA/ANA201605280.shtml,"Saturday, May 28, 2016",,: 2:46,"Night Game, on grass",Los Angeles Angels of Anaheim,0,3,2,Start Time: 7:09 p.m. Local, Angel Stadium of Anaheim
30781.0,St. Louis Cardinals,2,4,6,https://www.baseball-reference.com/boxes/WAS/WAS201605270.shtml,"Friday, May 27, 2016",,: 2:32,"Night Game, on grass",Washington Nationals,0,8,2,Start Time: 7:06 p.m. Local, Nationals Park
46470.0,Boston Red Sox,0,7,5,https://www.baseball-reference.com/boxes/TOR/TOR201605270.shtml,"Friday, May 27, 2016",,: 2:53,"Night Game, on turf",Toronto Blue Jays,1,11,7,Start Time: 7:07 p.m. Local, Rogers Centre
37645.0,Pittsburgh Pirates,0,14,9,https://www.baseball-reference.com/boxes/TEX/TEX201605270.shtml,"Friday, May 27, 2016",,: 3:04,"Night Game, on grass",Texas Rangers,1,10,1,Start Time: 7:08 p.m. Local, Globe Life Park in Arlington
14697.0,New York Yankees,0,4,4,https://www.baseball-reference.com/boxes/TBA/TBA201605270.shtml,"Friday, May 27, 2016",,: 2:36,"Night Game, on turf",Tampa Bay Rays,2,4,1,Start Time: 7:10 p.m. Local, Tropicana Field
40921.0,Minnesota Twins,0,10,7,https://www.baseball-reference.com/boxes/SEA/SEA201605270.shtml,"Friday, May 27, 2016",,: 2:36,"Night Game, on grass",Seattle Mariners,0,5,2,Start Time: 7:10 p.m. Local, Safeco Field
22498.0,Detroit Tigers,0,11,4,https://www.baseball-reference.com/boxes/OAK/OAK201605270.shtml,"Friday, May 27, 2016",,: 2:40,"Night Game, on grass",Oakland Athletics,0,5,1,Start Time: 7:07 p.m. Local, Oakland-Alameda County Coliseum
43462.0,Los Angeles Dodgers,0,8,5,https://www.baseball-reference.com/boxes/NYN/NYN201605270.shtml,"Friday, May 27, 2016",,: 3:03,"Night Game, on grass",New York Mets,1,9,6,Start Time: 7:11 p.m. Local, Citi Field
20441.0,Cincinnati Reds,0,6,5,https://www.baseball-reference.com/boxes/MIL/MIL201605270.shtml,"Friday, May 27, 2016",,: 2:53,"Night Game, on grass",Milwaukee Brewers,1,14,9,Start Time: 7:11 p.m. Local, Miller Park
28508.0,Chicago White Sox,0,8,5,https://www.baseball-reference.com/boxes/KCA/KCA201605270.shtml,"Friday, May 27, 2016",,: 2:58,"Night Game, on grass",Kansas City Royals,0,13,7,Start Time: 7:14 p.m. Local, Kauffman Stadium
32901.0,San Francisco Giants,0,7,2,https://www.baseball-reference.com/boxes/COL/COL201605270.shtml,"Friday, May 27, 2016",,: 2:42,"Night Game, on grass",Colorado Rockies,2,11,5,Start Time: 7:22 p.m. Local, Coors Field
21054.0,Baltimore Orioles,0,13,6,https://www.baseball-reference.com/boxes/CLE/CLE201605270.shtml,"Friday, May 27, 2016",,: 3:09,"Night Game, on grass",Cleveland Indians,0,10,4,Start Time: 7:11 p.m. Local, Progressive Field
38941.0,Philadelphia Phillies,1,10,2,https://www.baseball-reference.com/boxes/CHN/CHN201605270.shtml,"Friday, May 27, 2016",,: 3:04,"Day Game, on grass",Chicago Cubs,2,10,6,Start Time: 1:21 p.m. Local, Wrigley Field
19325.0,Miami Marlins,0,8,2,https://www.baseball-reference.com/boxes/ATL/ATL201605270.shtml,"Friday, May 27, 2016",,: 3:13,"Night Game, on grass",Atlanta Braves,0,14,4,Start Time: 7:36 p.m. Local, Turner Field
24935.0,San Diego Padres,1,18,10,https://www.baseball-reference.com/boxes/ARI/ARI201605270.shtml,"Friday, May 27, 2016",,: 3:19,"Night Game, on grass",Arizona Diamondbacks,0,6,3,Start Time: 6:40 p.m. Local, Chase Field
39047.0,Houston Astros,0,8,2,https://www.baseball-reference.com/boxes/ANA/ANA201605270.shtml,"Friday, May 27, 2016",,: 2:38,"Night Game, on grass",Los Angeles Angels of Anaheim,0,9,7,Start Time: 7:09 p.m. Local, Angel Stadium of Anaheim
19227.0,Oakland Athletics,0,10,3,https://www.baseball-reference.com/boxes/SEA/SEA201605250.shtml,"Wednesday, May 25, 2016",,: 2:47,"Night Game, on grass",Seattle Mariners,0,17,13,Start Time: 7:10 p.m. Local, Safeco Field
20696.0,Arizona Diamondbacks,1,9,4,https://www.baseball-reference.com/boxes/PIT/PIT201605250.shtml,"Wednesday, May 25, 2016",,: 3:05,"Night Game, on grass",Pittsburgh Pirates,0,11,5,Start Time: 7:07 p.m. Local, PNC Park
38959.0,Toronto Blue Jays,0,11,8,https://www.baseball-reference.com/boxes/NYA/NYA201605250.shtml,"Wednesday, May 25, 2016",,: 2:59,"Night Game, on grass",New York Yankees,1,6,4,Start Time: 7:08 p.m. Local, Yankee Stadium III
27233.0,Kansas City Royals,2,11,5,https://www.baseball-reference.com/boxes/MIN/MIN201605250.shtml,"Wednesday, May 25, 2016",,: 2:48,"Day Game, on grass",Minnesota Twins,0,12,7,Start Time: 12:35 p.m. Local, Target Field
44855.0,Cincinnati Reds,0,4,1,https://www.baseball-reference.com/boxes/LAN/LAN201605250.shtml,"Wednesday, May 25, 2016",,: 2:21,"Night Game, on grass",Los Angeles Dodgers,0,3,3,Start Time: 7:10 p.m. Local, Dodger Stadium
25618.0,Baltimore Orioles,4,11,3,https://www.baseball-reference.com/boxes/HOU/HOU201605250.shtml,"Wednesday, May 25, 2016",,: 2:58,"Night Game, on grass",Houston Astros,1,8,4,Start Time: 7:10 p.m. Local, Minute Maid Park
31187.0,Philadelphia Phillies,1,12,8,https://www.baseball-reference.com/boxes/DET/DET201605250.shtml,"Wednesday, May 25, 2016",,: 3:11,"Day Game, on grass",Detroit Tigers,3,9,5,Start Time: 1:11 p.m. Local, Comerica Park
