attendance,away_team,away_team_errors,away_team_hits,away_team_runs,date,game_duration,game_type,home_team,home_team_errors,home_team_hits,home_team_runs,start_time,venue,week_day,year,fiedl_type
39252.0,Cleveland Indians,0,11,7,August 5, 339,Night Game,New York Yankees,0,16,13, 7:08pm, Yankee Stadium III,Friday,2016,on grass
52728.0,Boston Red Sox,0,10,9,August 5, 249,Night Game,Los Angeles Dodgers,2,3,0, 7:11pm, Dodger Stadium,Friday,2016,on grass
31831.0,Toronto Blue Jays,2,8,4,August 5, 240,Night Game,Kansas City Royals,0,8,3, 7:15pm, Kauffman Stadium,Friday,2016,on grass
32820.0,Texas Rangers,1,3,0,August 5, 214,Night Game,Houston Astros,0,9,5, 7:10pm, Minute Maid Park,Friday,2016,on grass
33032.0,New York Mets,0,5,3,August 5, 255,Night Game,Detroit Tigers,0,8,4, 7:10pm, Comerica Park,Friday,2016,on grass
27888.0,Miami Marlins,1,8,5,August 5, 324,Night Game,Colorado Rockies,2,11,3, 6:40pm, Coors Field,Friday,2016,on grass
26553.0,Baltimore Orioles,4,16,7,August 5, 319,Night Game,Chicago White Sox,1,10,5, 7:11pm, U.S. Cellular Field,Friday,2016,on grass
20008.0,Milwaukee Brewers,1,6,2,August 5, 354,Night Game,Arizona Diamondbacks,2,7,3, 6:40pm, Chase Field,Friday,2016,on grass
13120.0,Kansas City Royals,1,9,2,August 4, 242,Day Game,Tampa Bay Rays,0,4,3, 12:11pm, Tropicana Field,Thursday,2016,on turf
33369.0,Boston Red Sox,0,13,3,August 4, 347,Night Game,Seattle Mariners,0,6,2, 7:10pm, Safeco Field,Thursday,2016,on grass
30229.0,San Francisco Giants,0,8,3,August 4, 330,Day Game,Philadelphia Phillies,0,4,2, 1:08pm, Citizens Bank Park,Thursday,2016,on grass
48153.0,New York Mets,0,6,4,August 4, 246,Night Game,New York Yankees,0,9,1, 7:08pm, Yankee Stadium III,Thursday,2016,on grass
23190.0,Toronto Blue Jays,0,8,4,August 4, 241,Night Game,Houston Astros,0,5,1, 7:10pm, Minute Maid Park,Thursday,2016,on grass
33023.0,Chicago White Sox,0,10,6,August 4, 250,Day Game,Detroit Tigers,0,9,3, 1:10pm, Comerica Park,Thursday,2016,on grass
31117.0,Los Angeles Dodgers,0,11,4,August 4, 308,Night Game,Colorado Rockies,1,5,2, 6:41pm, Coors Field,Thursday,2016,on grass
19193.0,Minnesota Twins,1,7,2,August 4, 316,Day Game,Cleveland Indians,0,11,9, 12:10pm, Progressive Field,Thursday,2016,on grass
21119.0,St. Louis Cardinals,0,5,0,August 4, 233,Day Game,Cincinnati Reds,0,11,7, 12:37pm, Great American Ball Park,Thursday,2016,on grass
28762.0,Texas Rangers,0,11,5,August 4, 226,Night Game,Baltimore Orioles,0,9,3, 7:07pm, Oriole Park at Camden Yards,Thursday,2016,on grass
20527.0,Pittsburgh Pirates,2,5,2,August 4, 255,Night Game,Atlanta Braves,2,6,5, 8:26pm, Turner Field,Thursday,2016,on grass
34196.0,Oakland Athletics,1,11,8,August 4, 354,Day Game,Los Angeles Angels of Anaheim,0,14,6, 4:07pm, Angel Stadium of Anaheim,Thursday,2016,on grass
11149.0,Kansas City Royals,3,2,0,August 3, 259,Night Game,Tampa Bay Rays,0,14,12, 7:10pm, Tropicana Field,Wednesday,2016,on turf
24494.0,Boston Red Sox,0,7,1,August 3, 216,Night Game,Seattle Mariners,0,4,3, 7:11pm, Safeco Field,Wednesday,2016,on grass
24124.0,Milwaukee Brewers,2,9,3,August 3, 302,Day Game,San Diego Padres,0,14,12, 12:43pm, Petco Park,Wednesday,2016,on grass
23162.0,San Francisco Giants,1,10,4,August 3, 403,Night Game,Philadelphia Phillies,0,9,5, 7:07pm, Citizens Bank Park,Wednesday,2016,on grass
48339.0,New York Mets,1,10,5,August 3, 302,Night Game,New York Yankees,2,9,9, 7:08pm, Yankee Stadium III,Wednesday,2016,on grass
29399.0,Toronto Blue Jays,2,7,3,August 3, 231,Night Game,Houston Astros,1,5,1, 7:11pm, Minute Maid Park,Wednesday,2016,on grass
32526.0,Chicago White Sox,1,6,1,August 3, 235,Night Game,Detroit Tigers,1,6,2, 7:10pm, Comerica Park,Wednesday,2016,on grass
28682.0,Los Angeles Dodgers,0,6,2,August 3, 231,Night Game,Colorado Rockies,0,17,12, 6:40pm, Coors Field,Wednesday,2016,on grass
17176.0,Minnesota Twins,0,15,13,August 3, 323,Night Game,Cleveland Indians,1,8,5, 7:10pm, Progressive Field,Wednesday,2016,on grass
20771.0,St. Louis Cardinals,0,9,5,August 3, 259,Night Game,Cincinnati Reds,0,10,4, 7:10pm, Great American Ball Park,Wednesday,2016,on grass
41147.0,Miami Marlins,1,11,4,August 3, 319,Day Game,Chicago Cubs,0,9,5, 1:20pm, Wrigley Field,Wednesday,2016,on grass
24552.0,Texas Rangers,0,7,2,August 3, 226,Night Game,Baltimore Orioles,0,4,3, 7:07pm, Oriole Park at Camden Yards,Wednesday,2016,on grass
19281.0,Pittsburgh Pirates,0,4,4,August 3, 325,Night Game,Atlanta Braves,0,15,8, 7:11pm, Turner Field,Wednesday,2016,on grass
17086.0,Washington Nationals,0,14,8,August 3, 259,Day Game,Arizona Diamondbacks,0,5,3, 12:40pm, Chase Field,Wednesday,2016,on grass
37306.0,Oakland Athletics,2,13,6,August 3, 315,Night Game,Los Angeles Angels of Anaheim,1,12,8, 7:08pm, Angel Stadium of Anaheim,Wednesday,2016,on grass
12625.0,Kansas City Royals,2,9,3,August 2, 304,Night Game,Tampa Bay Rays,0,9,2, 7:10pm, Tropicana Field,Tuesday,2016,on turf
25240.0,Boston Red Sox,0,6,4,August 2, 230,Night Game,Seattle Mariners,0,8,5, 7:10pm, Safeco Field,Tuesday,2016,on grass
26152.0,Milwaukee Brewers,0,11,3,August 2, 300,Night Game,San Diego Padres,0,6,2, 7:09pm, Petco Park,Tuesday,2016,on grass
23351.0,San Francisco Giants,1,10,8,August 2, 316,Night Game,Philadelphia Phillies,1,15,13, 7:07pm, Citizens Bank Park,Tuesday,2016,on grass
42819.0,New York Yankees,2,6,1,August 2, 239,Night Game,New York Mets,0,10,7, 7:11pm, Citi Field,Tuesday,2016,on grass
24399.0,Toronto Blue Jays,0,8,2,August 2, 240,Night Game,Houston Astros,0,7,1, 7:11pm, Minute Maid Park,Tuesday,2016,on grass
30316.0,Chicago White Sox,0,11,5,August 2, 307,Night Game,Detroit Tigers,0,13,11, 7:10pm, Comerica Park,Tuesday,2016,on grass
32607.0,Los Angeles Dodgers,1,5,3,August 2, 328,Night Game,Colorado Rockies,0,11,7, 6:41pm, Coors Field,Tuesday,2016,on grass
15835.0,Minnesota Twins,0,14,10,August 2, 333,Night Game,Cleveland Indians,0,13,6, 7:10pm, Progressive Field,Tuesday,2016,on grass
25270.0,St. Louis Cardinals,1,10,5,August 2, 322,Night Game,Cincinnati Reds,0,12,7, 7:10pm, Great American Ball Park,Tuesday,2016,on grass
22230.0,Texas Rangers,0,3,1,August 2, 243,Night Game,Baltimore Orioles,0,9,5, 7:07pm, Oriole Park at Camden Yards,Tuesday,2016,on grass
20633.0,Pittsburgh Pirates,1,5,5,August 2, 320,Night Game,Atlanta Braves,0,9,3, 7:11pm, Turner Field,Tuesday,2016,on grass
19919.0,Washington Nationals,1,15,10,August 2, 318,Night Game,Arizona Diamondbacks,1,11,4, 6:40pm, Chase Field,Tuesday,2016,on grass
36052.0,Oakland Athletics,2,9,4,August 2, 245,Night Game,Los Angeles Angels of Anaheim,0,7,5, 7:09pm, Angel Stadium of Anaheim,Tuesday,2016,on grass
13976.0,Kansas City Royals,1,9,3,August 1, 237,Night Game,Tampa Bay Rays,0,1,0, 7:10pm, Tropicana Field,Monday,2016,on turf
29601.0,Boston Red Sox,0,5,2,August 1, 242,Night Game,Seattle Mariners,0,4,1, 7:10pm, Safeco Field,Monday,2016,on grass
24009.0,Milwaukee Brewers,1,6,3,August 1, 346,Night Game,San Diego Padres,0,10,7, 7:10pm, Petco Park,Monday,2016,on grass
42125.0,New York Yankees,0,7,6,August 1, 347,Night Game,New York Mets,1,11,5, 7:11pm, Citi Field,Monday,2016,on grass
20623.0,Toronto Blue Jays,1,6,1,August 1, 405,Night Game,Houston Astros,0,7,2, 7:10pm, Minute Maid Park,Monday,2016,on grass
15018.0,Minnesota Twins,0,19,12,August 1, 312,Night Game,Cleveland Indians,0,7,5, 7:10pm, Progressive Field,Monday,2016,on grass
40937.0,Miami Marlins,0,7,0,August 1, 247,Night Game,Chicago Cubs,1,10,5, 7:06pm, Wrigley Field,Monday,2016,on grass
17518.0,Washington Nationals,0,19,14,August 1, 323,Night Game,Arizona Diamondbacks,1,5,1, 6:40pm, Chase Field,Monday,2016,on grass
46792.0,Baltimore Orioles,0,8,6,July 31, 347,Day Game,Toronto Blue Jays,0,6,2, 1:08pm, Rogers Centre,Sunday,2016,on turf
32806.0,Kansas City Royals,0,4,3,July 31, 222,Day Game,Texas Rangers,1,9,5, 2:06pm, Globe Life Park in Arlington,Sunday,2016,on grass
18109.0,New York Yankees,0,9,3,July 31, 301,Day Game,Tampa Bay Rays,1,6,5, 1:10pm, Tropicana Field,Sunday,2016,on turf
41795.0,Washington Nationals,2,3,1,July 31, 312,Day Game,San Francisco Giants,0,10,3, 1:05pm, AT&T Park,Sunday,2016,on grass
27436.0,Cincinnati Reds,0,9,3,July 31, 309,Day Game,San Diego Padres,0,5,2, 1:42pm, Petco Park,Sunday,2016,on grass
36279.0,Colorado Rockies,0,8,4,July 31, 306,Day Game,New York Mets,1,6,6, 1:48pm, Citi Field,Sunday,2016,on grass
29670.0,Chicago White Sox,0,9,4,July 31, 239,Day Game,Minnesota Twins,4,9,6, 1:12pm, Target Field,Sunday,2016,on grass
32405.0,Pittsburgh Pirates,1,5,2,July 31, 304,Day Game,Milwaukee Brewers,1,8,4, 1:11pm, Miller Park,Sunday,2016,on grass
23666.0,St. Louis Cardinals,1,6,4,July 31, 242,Day Game,Miami Marlins,2,9,5, 1:10pm, Marlins Park,Sunday,2016,on grass
42380.0,Arizona Diamondbacks,2,3,3,July 31, 343,Day Game,Los Angeles Dodgers,2,17,14, 1:10pm, Dodger Stadium,Sunday,2016,on grass
31043.0,Houston Astros,0,7,0,July 31, 259,Day Game,Detroit Tigers,0,10,11, 1:10pm, Comerica Park,Sunday,2016,on grass
23739.0,Oakland Athletics,0,6,0,July 31, 243,Day Game,Cleveland Indians,0,10,8, 1:46pm, Progressive Field,Sunday,2016,on grass
40952.0,Seattle Mariners,1,11,6,July 31, 418,Night Game,Chicago Cubs,0,9,7, 7:08pm, Wrigley Field,Sunday,2016,on grass
21545.0,Philadelphia Phillies,0,5,1,July 31, 243,Day Game,Atlanta Braves,1,6,2, 1:37pm, Turner Field,Sunday,2016,on grass
39553.0,Boston Red Sox,1,9,5,July 31, 332,Day Game,Los Angeles Angels of Anaheim,1,11,3, 12:38pm, Angel Stadium of Anaheim,Sunday,2016,on grass
47305.0,Baltimore Orioles,0,5,1,July 30, 252,Day Game,Toronto Blue Jays,0,10,9, 1:08pm, Rogers Centre,Saturday,2016,on turf
47125.0,Kansas City Royals,0,5,1,July 30, 241,Night Game,Texas Rangers,0,8,2, 7:40pm, Globe Life Park in Arlington,Saturday,2016,on grass
25883.0,New York Yankees,0,5,3,July 30, 247,Night Game,Tampa Bay Rays,1,7,6, 6:09pm, Tropicana Field,Saturday,2016,on turf
46112.0,Baltimore Orioles,1,7,5,July 29, 245,Night Game,Toronto Blue Jays,2,7,6, 7:08pm, Rogers Centre,Friday,2016,on turf
40008.0,Kansas City Royals,1,7,3,July 29, 250,Night Game,Texas Rangers,0,12,8, 7:06pm, Globe Life Park in Arlington,Friday,2016,on grass
17856.0,New York Yankees,1,10,1,July 29, 258,Night Game,Tampa Bay Rays,0,7,5, 7:10pm, Tropicana Field,Friday,2016,on turf
41959.0,Washington Nationals,0,8,4,July 29, 315,Night Game,San Francisco Giants,0,9,1, 7:15pm, AT&T Park,Friday,2016,on grass
33509.0,Cincinnati Reds,0,11,6,July 29, 257,Night Game,San Diego Padres,1,6,0, 7:41pm, Petco Park,Friday,2016,on grass
40035.0,Colorado Rockies,0,13,6,July 29, 307,Night Game,New York Mets,0,6,1, 7:11pm, Citi Field,Friday,2016,on grass
23983.0,Chicago White Sox,1,6,1,July 29, 342,Night Game,Minnesota Twins,0,8,2, 7:12pm, Target Field,Friday,2016,on grass
29442.0,Pittsburgh Pirates,0,4,1,July 29, 245,Night Game,Milwaukee Brewers,0,8,3, 7:10pm, Miller Park,Friday,2016,on grass
27414.0,St. Louis Cardinals,0,14,11,July 29, 303,Night Game,Miami Marlins,1,9,6, 7:12pm, Marlins Park,Friday,2016,on grass
50966.0,Arizona Diamondbacks,1,9,7,July 29, 324,Night Game,Los Angeles Dodgers,0,10,9, 7:11pm, Dodger Stadium,Friday,2016,on grass
31771.0,Houston Astros,0,7,6,July 29, 305,Night Game,Detroit Tigers,1,16,14, 7:11pm, Comerica Park,Friday,2016,on grass
33134.0,Oakland Athletics,1,7,3,July 29, 259,Night Game,Cleveland Indians,2,8,5, 7:10pm, Progressive Field,Friday,2016,on grass
40951.0,Seattle Mariners,0,8,1,July 29, 308,Day Game,Chicago Cubs,0,14,12, 1:21pm, Wrigley Field,Friday,2016,on grass
27732.0,Philadelphia Phillies,1,5,1,July 29, 243,Night Game,Atlanta Braves,1,9,2, 7:36pm, Turner Field,Friday,2016,on grass
39113.0,Boston Red Sox,0,7,6,July 29, 230,Night Game,Los Angeles Angels of Anaheim,0,5,2, 7:09pm, Angel Stadium of Anaheim,Friday,2016,on grass
36008.0,Kansas City Royals,0,6,2,July 28, 226,Night Game,Texas Rangers,0,4,3, 7:40pm, Globe Life Park in Arlington,Thursday,2016,on grass
42001.0,Washington Nationals,1,11,4,July 28, 328,Night Game,San Francisco Giants,0,5,2, 7:16pm, AT&T Park,Thursday,2016,on grass
38292.0,Colorado Rockies,1,8,2,July 28, 313,Day Game,New York Mets,1,10,1, 1:11pm, Citi Field,Thursday,2016,on grass
22569.0,Baltimore Orioles,0,11,2,July 28, 300,Night Game,Minnesota Twins,0,12,6, 6:10pm, Target Field,Thursday,2016,on grass
33971.0,Arizona Diamondbacks,0,9,4,July 28, 250,Day Game,Milwaukee Brewers,1,7,6, 1:10pm, Miller Park,Thursday,2016,on grass
25060.0,St. Louis Cardinals,0,8,5,July 28, 228,Night Game,Miami Marlins,0,8,4, 7:10pm, Marlins Park,Thursday,2016,on grass
41157.0,Chicago White Sox,1,5,1,July 28, 251,Night Game,Chicago Cubs,0,7,3, 7:07pm, Wrigley Field,Thursday,2016,on grass
22785.0,Philadelphia Phillies,0,10,7,July 28, 325,Night Game,Atlanta Braves,1,13,5, 7:10pm, Turner Field,Thursday,2016,on grass
41257.0,Boston Red Sox,1,8,1,July 28, 305,Night Game,Los Angeles Angels of Anaheim,0,10,2, 7:09pm, Angel Stadium of Anaheim,Thursday,2016,on grass
47301.0,San Diego Padres,0,6,8,July 27, 242,Day Game,Toronto Blue Jays,2,6,4, 12:39pm, Rogers Centre,Wednesday,2016,on turf
29630.0,Oakland Athletics,0,9,6,July 27, 244,Night Game,Texas Rangers,1,13,4, 7:07pm, Globe Life Park in Arlington,Wednesday,2016,on grass
42079.0,Cincinnati Reds,0,6,2,July 27, 223,Day Game,San Francisco Giants,1,4,1, 12:45pm, AT&T Park,Wednesday,2016,on grass
35483.0,Seattle Mariners,0,3,1,July 27, 241,Night Game,Pittsburgh Pirates,1,14,10, 7:06pm, PNC Park,Wednesday,2016,on grass
37851.0,St. Louis Cardinals,0,7,5,July 27, 307,Night Game,New York Mets,0,12,4, 7:13pm, Citi Field,Wednesday,2016,on grass
29482.0,Atlanta Braves,2,16,9,July 27, 319,Night Game,Minnesota Twins,0,13,7, 7:10pm, Target Field,Wednesday,2016,on grass
22581.0,Arizona Diamondbacks,1,11,8,July 27, 256,Night Game,Milwaukee Brewers,5,5,1, 7:10pm, Miller Park,Wednesday,2016,on grass
32403.0,Philadelphia Phillies,1,10,1,July 27, 257,Day Game,Miami Marlins,0,16,11, 12:10pm, Marlins Park,Wednesday,2016,on grass
43576.0,Tampa Bay Rays,1,8,3,July 27, 307,Day Game,Los Angeles Dodgers,1,5,1, 12:10pm, Dodger Stadium,Wednesday,2016,on grass
30279.0,Los Angeles Angels of Anaheim,2,11,5,July 27, 315,Night Game,Kansas City Royals,1,11,7, 7:14pm, Kauffman Stadium,Wednesday,2016,on grass
35186.0,New York Yankees,0,5,1,July 27, 238,Night Game,Houston Astros,0,8,4, 7:11pm, Minute Maid Park,Wednesday,2016,on grass
26607.0,Washington Nationals,1,6,4,July 27, 311,Day Game,Cleveland Indians,0,6,1, 12:10pm, Progressive Field,Wednesday,2016,on grass
41166.0,Chicago White Sox,0,5,1,July 27, 251,Night Game,Chicago Cubs,0,6,8, 7:09pm, Wrigley Field,Wednesday,2016,on grass
37842.0,Detroit Tigers,1,11,4,July 27, 255,Day Game,Boston Red Sox,0,7,3, 1:37pm, Fenway Park,Wednesday,2016,on grass
20324.0,Colorado Rockies,0,5,3,July 27, 248,Night Game,Baltimore Orioles,0,6,1, 7:07pm, Oriole Park at Camden Yards,Wednesday,2016,on grass
45515.0,San Diego Padres,1,10,6,July 26, 358,Night Game,Toronto Blue Jays,0,8,7, 7:07pm, Rogers Centre,Tuesday,2016,on turf
25272.0,Oakland Athletics,0,10,6,July 26, 301,Night Game,Texas Rangers,1,6,3, 8:07pm, Globe Life Park in Arlington,Tuesday,2016,on grass
41896.0,Cincinnati Reds,2,11,7,July 26, 320,Night Game,San Francisco Giants,1,13,9, 7:15pm, AT&T Park,Tuesday,2016,on grass
30969.0,Seattle Mariners,0,11,7,July 26, 308,Night Game,Pittsburgh Pirates,1,12,4, 7:08pm, PNC Park,Tuesday,2016,on grass
37116.0,St. Louis Cardinals,1,4,1,July 26, 233,Night Game,New York Mets,0,6,3, 8:04pm, Citi Field,Tuesday,2016,on grass
26690.0,Atlanta Braves,0,7,2,July 26, 223,Night Game,Minnesota Twins,1,5,0, 7:10pm, Target Field,Tuesday,2016,on grass
24074.0,Arizona Diamondbacks,0,8,4,July 26, 335,Night Game,Milwaukee Brewers,2,11,9, 7:11pm, Miller Park,Tuesday,2016,on grass
20365.0,Philadelphia Phillies,0,4,0,July 26, 241,Night Game,Miami Marlins,0,9,5, 7:12pm, Marlins Park,Tuesday,2016,on grass
46960.0,Tampa Bay Rays,2,6,2,July 26, 255,Night Game,Los Angeles Dodgers,1,5,3, 7:11pm, Dodger Stadium,Tuesday,2016,on grass
28026.0,Los Angeles Angels of Anaheim,0,22,13,July 26, 304,Night Game,Kansas City Royals,1,3,0, 7:15pm, Kauffman Stadium,Tuesday,2016,on grass
28134.0,New York Yankees,0,13,6,July 26, 303,Night Game,Houston Astros,0,6,3, 7:10pm, Minute Maid Park,Tuesday,2016,on grass
23711.0,Washington Nationals,1,10,6,July 26, 317,Night Game,Cleveland Indians,1,11,7, 7:10pm, Progressive Field,Tuesday,2016,on grass
39553.0,Chicago Cubs,0,4,0,July 26, 255,Night Game,Chicago White Sox,1,6,3, 6:10pm, U.S. Cellular Field,Tuesday,2016,on grass
38378.0,Detroit Tigers,1,13,9,July 26, 333,Night Game,Boston Red Sox,0,9,8, 7:10pm, Fenway Park,Tuesday,2016,on grass
23677.0,Colorado Rockies,0,9,6,July 26, 244,Night Game,Baltimore Orioles,0,5,3, 7:07pm, Oriole Park at Camden Yards,Tuesday,2016,on grass
41483.0,San Diego Padres,0,5,2,July 25, 241,Night Game,Toronto Blue Jays,0,9,4, 7:07pm, Rogers Centre,Monday,2016,on turf
27292.0,Oakland Athletics,0,12,6,July 25, 258,Night Game,Texas Rangers,2,11,7, 7:08pm, Globe Life Park in Arlington,Monday,2016,on grass
42147.0,Cincinnati Reds,0,9,7,July 25, 305,Night Game,San Francisco Giants,1,7,5, 7:16pm, AT&T Park,Monday,2016,on grass
25347.0,Arizona Diamondbacks,0,9,2,July 25, 309,Night Game,Milwaukee Brewers,0,12,7, 6:22pm, Miller Park,Monday,2016,on grass
19465.0,Philadelphia Phillies,1,7,4,July 25, 303,Night Game,Miami Marlins,2,2,0, 7:10pm, Marlins Park,Monday,2016,on grass
33828.0,Los Angeles Angels of Anaheim,1,9,6,July 25, 305,Night Game,Kansas City Royals,1,5,2, 7:16pm, Kauffman Stadium,Monday,2016,on grass
30628.0,New York Yankees,1,7,2,July 25, 241,Night Game,Houston Astros,0,6,1, 7:10pm, Minute Maid Park,Monday,2016,on grass
39510.0,Chicago Cubs,0,12,4,July 25, 323,Night Game,Chicago White Sox,2,8,5, 7:10pm, U.S. Cellular Field,Monday,2016,on grass
37479.0,Detroit Tigers,0,8,4,July 25, 327,Night Game,Boston Red Sox,0,10,2, 7:11pm, Fenway Park,Monday,2016,on grass
19361.0,Colorado Rockies,3,6,2,July 25, 314,Night Game,Baltimore Orioles,0,6,3, 7:07pm, Oriole Park at Camden Yards,Monday,2016,on grass
30663.0,San Diego Padres,1,12,10,July 24, 332,Day Game,Washington Nationals,1,9,6, 1:37pm, Nationals Park,Sunday,2016,on grass
47488.0,Seattle Mariners,0,1,0,July 24, 221,Day Game,Toronto Blue Jays,0,4,2, 1:08pm, Rogers Centre,Sunday,2016,on turf
41423.0,Los Angeles Dodgers,0,13,9,July 24, 349,Night Game,St. Louis Cardinals,1,8,6, 7:10pm, Busch Stadium III,Sunday,2016,on grass
32439.0,Philadelphia Phillies,0,9,4,July 24, 308,Day Game,Pittsburgh Pirates,1,9,5, 1:36pm, PNC Park,Sunday,2016,on grass
17642.0,Tampa Bay Rays,1,5,2,July 24, 221,Day Game,Oakland Athletics,0,10,3, 1:07pm, Oakland-Alameda County Coliseum,Sunday,2016,on grass
34143.0,San Francisco Giants,0,10,2,July 24, 306,Day Game,New York Yankees,0,8,5, 1:10pm, Yankee Stadium III,Sunday,2016,on grass
43310.0,Chicago Cubs,0,11,6,July 24, 408,Day Game,Milwaukee Brewers,2,8,5, 1:10pm, Miller Park,Sunday,2016,on grass
25004.0,New York Mets,0,6,3,July 24, 250,Day Game,Miami Marlins,0,5,0, 1:12pm, Marlins Park,Sunday,2016,on grass
32739.0,Texas Rangers,0,11,2,July 24, 303,Day Game,Kansas City Royals,0,7,1, 1:18pm, Kauffman Stadium,Sunday,2016,on grass
32721.0,Los Angeles Angels of Anaheim,1,11,3,July 24, 300,Day Game,Houston Astros,1,15,13, 1:11pm, Minute Maid Park,Sunday,2016,on grass
26841.0,New York Mets,2,10,2,July 23, 309,Night Game,Miami Marlins,0,15,7, 7:10pm, Marlins Park,Saturday,2016,on grass
32132.0,Texas Rangers,3,8,7,July 23, 314,Night Game,Kansas City Royals,1,9,4, 6:15pm, Kauffman Stadium,Saturday,2016,on grass
35119.0,Los Angeles Angels of Anaheim,0,6,2,July 23, 253,Night Game,Houston Astros,0,10,7, 6:10pm, Minute Maid Park,Saturday,2016,on grass
46195.0,Atlanta Braves,0,9,4,July 23, 302,Night Game,Colorado Rockies,1,7,8, 6:12pm, Coors Field,Saturday,2016,on grass
23963.0,Arizona Diamondbacks,1,4,1,July 23, 300,Night Game,Cincinnati Reds,0,10,6, 7:10pm, Great American Ball Park,Saturday,2016,on grass
32527.0,Detroit Tigers,1,8,3,July 23, 315,Night Game,Chicago White Sox,2,7,4, 6:20pm, U.S. Cellular Field,Saturday,2016,on grass
37600.0,Minnesota Twins,1,19,11,July 23, 411,Night Game,Boston Red Sox,1,15,9, 7:11pm, Fenway Park,Saturday,2016,on grass
31946.0,Cleveland Indians,0,7,2,July 23, 252,Night Game,Baltimore Orioles,0,10,5, 7:08pm, Oriole Park at Camden Yards,Saturday,2016,on grass
31618.0,San Diego Padres,1,6,5,July 22, 258,Night Game,Washington Nationals,1,6,3, 7:05pm, Nationals Park,Friday,2016,on grass
46737.0,Seattle Mariners,0,9,2,July 22, 241,Night Game,Toronto Blue Jays,0,4,1, 7:07pm, Rogers Centre,Friday,2016,on turf
41915.0,Los Angeles Dodgers,1,14,3,July 22, 510,Night Game,St. Louis Cardinals,0,8,4, 7:15pm, Busch Stadium III,Friday,2016,on grass
33703.0,Philadelphia Phillies,0,11,4,July 22, 238,Night Game,Pittsburgh Pirates,0,3,0, 7:06pm, PNC Park,Friday,2016,on grass
15250.0,Tampa Bay Rays,1,7,0,July 22, 331,Night Game,Oakland Athletics,0,10,1, 7:07pm, Oakland-Alameda County Coliseum,Friday,2016,on grass
45304.0,San Francisco Giants,4,9,2,July 22, 317,Night Game,New York Yankees,1,8,3, 7:10pm, Yankee Stadium III,Friday,2016,on grass
42243.0,Chicago Cubs,1,8,5,July 22, 307,Night Game,Milwaukee Brewers,2,4,2, 7:10pm, Miller Park,Friday,2016,on grass
23661.0,New York Mets,1,9,5,July 22, 307,Night Game,Miami Marlins,0,7,3, 7:11pm, Marlins Park,Friday,2016,on grass
33535.0,Texas Rangers,2,5,1,July 22, 244,Night Game,Kansas City Royals,0,8,3, 7:15pm, Kauffman Stadium,Friday,2016,on grass
36453.0,Los Angeles Angels of Anaheim,1,5,1,July 22, 302,Night Game,Houston Astros,0,7,2, 7:11pm, Minute Maid Park,Friday,2016,on grass
35880.0,Atlanta Braves,0,9,3,July 22, 318,Night Game,Colorado Rockies,1,8,4, 6:41pm, Coors Field,Friday,2016,on grass
24252.0,Arizona Diamondbacks,0,5,2,July 22, 315,Night Game,Cincinnati Reds,0,8,6, 7:10pm, Great American Ball Park,Friday,2016,on grass
22611.0,Detroit Tigers,1,11,7,July 22, 335,Night Game,Chicago White Sox,3,8,5, 7:10pm, U.S. Cellular Field,Friday,2016,on grass
37001.0,Minnesota Twins,1,10,2,July 22, 300,Night Game,Boston Red Sox,1,4,1, 7:10pm, Fenway Park,Friday,2016,on grass
39358.0,Cleveland Indians,0,8,1,July 22, 252,Night Game,Baltimore Orioles,0,10,5, 7:07pm, Oriole Park at Camden Yards,Friday,2016,on grass
38586.0,Los Angeles Dodgers,0,8,6,July 21, 335,Day Game,Washington Nationals,0,10,3, 12:06pm, Nationals Park,Thursday,2016,on grass
40134.0,San Diego Padres,0,10,5,July 21, 318,Night Game,St. Louis Cardinals,1,10,6, 6:16pm, Busch Stadium III,Thursday,2016,on grass
35978.0,Milwaukee Brewers,1,5,3,July 21, 247,Night Game,Pittsburgh Pirates,2,11,5, 7:07pm, PNC Park,Thursday,2016,on grass
27839.0,Miami Marlins,1,16,9,July 21, 257,Night Game,Philadelphia Phillies,2,3,3, 7:08pm, Citizens Bank Park,Thursday,2016,on grass
14412.0,Tampa Bay Rays,0,10,7,July 21, 246,Night Game,Oakland Athletics,0,5,3, 7:08pm, Oakland-Alameda County Coliseum,Thursday,2016,on grass
42476.0,Baltimore Orioles,0,9,4,July 21, 252,Day Game,New York Yankees,1,5,1, 1:07pm, Yankee Stadium III,Thursday,2016,on grass
36527.0,Atlanta Braves,0,7,3,July 21, 304,Night Game,Colorado Rockies,0,8,7, 6:40pm, Coors Field,Thursday,2016,on grass
24938.0,Detroit Tigers,0,7,2,July 21, 208,Night Game,Chicago White Sox,0,8,1, 7:10pm, U.S. Cellular Field,Thursday,2016,on grass
37566.0,Minnesota Twins,1,5,2,July 21, 245,Night Game,Boston Red Sox,1,17,13, 7:09pm, Fenway Park,Thursday,2016,on grass
34050.0,Los Angeles Dodgers,0,4,1,July 20, 257,Night Game,Washington Nationals,1,9,8, 7:07pm, Nationals Park,Wednesday,2016,on grass
41012.0,San Diego Padres,0,7,2,July 20, 303,Night Game,St. Louis Cardinals,0,7,3, 7:16pm, Busch Stadium III,Wednesday,2016,on grass
40184.0,San Diego Padres,0,4,2,July 20, 232,Day Game,St. Louis Cardinals,0,9,4, 1:16pm, Busch Stadium III,Wednesday,2016,on grass
