attendance,away_team,away_team_errors,away_team_hits,away_team_runs,date,game_duration,game_type,home_team,home_team_errors,home_team_hits,home_team_runs,start_time,venue,week_day,year,fiedl_type
43328.0,Pittsburgh Pirates,0,7,3,October 1, 312,Day Game,St. Louis Cardinals,0,11,4, 12:06pm, Busch Stadium III,Saturday,2016,on grass
41320.0,Los Angeles Dodgers,1,3,0,October 1, 215,Day Game,San Francisco Giants,0,7,3, 1:05pm, AT&T Park,Saturday,2016,on grass
29522.0,Oakland Athletics,1,16,9,October 1, 401,Night Game,Seattle Mariners,2,13,8, 6:10pm, Safeco Field,Saturday,2016,on grass
20225.0,New York Mets,0,11,5,October 1, 301,Day Game,Philadelphia Phillies,0,8,3, 1:07pm, Citizens Bank Park,Saturday,2016,on grass
33222.0,Baltimore Orioles,0,9,3,October 1, 254,Day Game,New York Yankees,0,12,7, 4:08pm, Yankee Stadium III,Saturday,2016,on grass
28569.0,Cleveland Indians,0,8,6,October 1, 322,Day Game,Kansas City Royals,1,8,3, 3:16pm, Kauffman Stadium,Saturday,2016,on grass
32835.0,Milwaukee Brewers,1,7,4,October 1, 326,Night Game,Colorado Rockies,1,12,3, 6:11pm, Coors Field,Saturday,2016,on grass
30970.0,Chicago Cubs,1,8,4,October 1, 308,Day Game,Cincinnati Reds,0,10,7, 4:10pm, Great American Ball Park,Saturday,2016,on grass
25730.0,Minnesota Twins,0,5,6,October 1, 232,Night Game,Chicago White Sox,0,4,0, 6:11pm, U.S. Cellular Field,Saturday,2016,on grass
37396.0,Toronto Blue Jays,0,4,4,October 1, 329,Night Game,Boston Red Sox,0,5,3, 7:09pm, Fenway Park,Saturday,2016,on grass
40124.0,Detroit Tigers,0,7,3,October 1, 251,Night Game,Atlanta Braves,0,8,5, 7:10pm, Turner Field,Saturday,2016,on grass
32811.0,San Diego Padres,3,11,5,October 1, 246,Night Game,Arizona Diamondbacks,0,10,9, 5:10pm, Chase Field,Saturday,2016,on grass
32487.0,Houston Astros,0,10,3,October 1, 255,Night Game,Los Angeles Angels of Anaheim,1,4,0, 6:07pm, Angel Stadium of Anaheim,Saturday,2016,on grass
30857.0,Miami Marlins,0,12,7,September 30, 308,Night Game,Washington Nationals,2,7,4, 8:48pm, Nationals Park,Friday,2016,on grass
35968.0,Tampa Bay Rays,0,4,1,September 30, 300,Night Game,Texas Rangers,2,10,3, 7:08pm, Globe Life Park in Arlington,Friday,2016,on grass
43070.0,Pittsburgh Pirates,2,5,0,September 30, 242,Night Game,St. Louis Cardinals,0,7,7, 7:15pm, Busch Stadium III,Friday,2016,on grass
21618.0,Arizona Diamondbacks,0,6,3,September 29, 255,Day Game,Washington Nationals,0,7,5, 1:05pm, Nationals Park,Thursday,2016,on grass
47791.0,Baltimore Orioles,0,9,4,September 29, 235,Night Game,Toronto Blue Jays,0,3,0, 7:08pm, Rogers Centre,Thursday,2016,on turf
38830.0,Cincinnati Reds,1,12,3,September 29, 316,Night Game,St. Louis Cardinals,0,9,4, 6:15pm, Busch Stadium III,Thursday,2016,on grass
41275.0,Colorado Rockies,2,10,2,September 29, 315,Night Game,San Francisco Giants,0,10,7, 7:16pm, AT&T Park,Thursday,2016,on grass
19796.0,Oakland Athletics,0,9,2,September 29, 254,Night Game,Seattle Mariners,0,12,3, 7:11pm, Safeco Field,Thursday,2016,on grass
35804.0,Los Angeles Dodgers,2,15,9,September 29, 338,Night Game,San Diego Padres,0,14,4, 6:17pm, Petco Park,Thursday,2016,on grass
19991.0,Chicago Cubs,1,4,1,September 29, 115,Night Game,Pittsburgh Pirates,0,2,1, 7:06pm, PNC Park,Thursday,2016,on grass
41597.0,Boston Red Sox,0,4,1,September 29, 317,Night Game,New York Yankees,0,8,5, 7:07pm, Yankee Stadium III,Thursday,2016,on grass
29566.0,Minnesota Twins,0,13,7,September 29, 316,Night Game,Kansas City Royals,2,13,6, 6:15pm, Kauffman Stadium,Thursday,2016,on grass
14792.0,Tampa Bay Rays,0,11,5,September 29, 315,Night Game,Chicago White Sox,0,8,3, 7:10pm, U.S. Cellular Field,Thursday,2016,on grass
32121.0,Philadelphia Phillies,0,9,2,September 29, 318,Night Game,Atlanta Braves,0,7,5, 7:11pm, Turner Field,Thursday,2016,on grass
20577.0,Arizona Diamondbacks,0,8,3,September 28, 155,Night Game,Washington Nationals,1,5,0, 7:38pm, Nationals Park,Wednesday,2016,on grass
44668.0,Baltimore Orioles,2,11,3,September 28, 304,Night Game,Toronto Blue Jays,0,6,2, 7:07pm, Rogers Centre,Wednesday,2016,on turf
36619.0,Milwaukee Brewers,2,10,5,September 28, 259,Night Game,Texas Rangers,2,10,8, 7:07pm, Globe Life Park in Arlington,Wednesday,2016,on grass
36275.0,Cincinnati Reds,0,10,2,September 28, 248,Night Game,St. Louis Cardinals,2,7,1, 7:15pm, Busch Stadium III,Wednesday,2016,on grass
41426.0,Colorado Rockies,0,9,2,September 28, 255,Night Game,San Francisco Giants,0,5,0, 7:15pm, AT&T Park,Wednesday,2016,on grass
29471.0,Los Angeles Dodgers,1,9,5,September 28, 245,Night Game,San Diego Padres,0,8,6, 7:11pm, Petco Park,Wednesday,2016,on grass
24138.0,Chicago Cubs,0,4,4,September 28, 305,Night Game,Pittsburgh Pirates,2,12,8, 7:07pm, PNC Park,Wednesday,2016,on grass
35520.0,Boston Red Sox,0,5,3,September 28, 328,Night Game,New York Yankees,1,3,5, 7:09pm, Yankee Stadium III,Wednesday,2016,on grass
24335.0,New York Mets,1,10,5,September 28, 257,Night Game,Miami Marlins,0,7,2, 7:12pm, Marlins Park,Wednesday,2016,on grass
23437.0,Minnesota Twins,1,8,2,September 28, 258,Night Game,Kansas City Royals,0,8,5, 6:14pm, Kauffman Stadium,Wednesday,2016,on grass
21187.0,Seattle Mariners,0,15,12,September 28, 312,Day Game,Houston Astros,1,11,4, 1:10pm, Minute Maid Park,Wednesday,2016,on grass
26934.0,Cleveland Indians,0,7,3,September 28, 202,Night Game,Detroit Tigers,1,8,6, 7:10pm, Comerica Park,Wednesday,2016,on grass
12976.0,Tampa Bay Rays,0,3,0,September 28, 210,Night Game,Chicago White Sox,0,5,1, 7:31pm, U.S. Cellular Field,Wednesday,2016,on grass
22104.0,Philadelphia Phillies,1,4,2,September 28, 245,Night Game,Atlanta Braves,0,13,12, 7:10pm, Turner Field,Wednesday,2016,on grass
32524.0,Oakland Athletics,2,9,6,September 28, 318,Night Game,Los Angeles Angels of Anaheim,0,10,8, 7:08pm, Angel Stadium of Anaheim,Wednesday,2016,on grass
24297.0,Arizona Diamondbacks,0,6,2,September 27, 240,Night Game,Washington Nationals,0,3,4, 7:05pm, Nationals Park,Tuesday,2016,on grass
44762.0,Baltimore Orioles,1,8,1,September 27, 239,Night Game,Toronto Blue Jays,0,9,5, 7:07pm, Rogers Centre,Tuesday,2016,on turf
29668.0,Milwaukee Brewers,1,10,4,September 27, 310,Night Game,Texas Rangers,0,7,6, 7:07pm, Globe Life Park in Arlington,Tuesday,2016,on grass
34286.0,Cincinnati Reds,0,12,5,September 27, 317,Night Game,St. Louis Cardinals,0,13,12, 7:16pm, Busch Stadium III,Tuesday,2016,on grass
41582.0,Colorado Rockies,0,8,3,September 27, 305,Night Game,San Francisco Giants,0,19,12, 7:15pm, AT&T Park,Tuesday,2016,on grass
27376.0,Los Angeles Dodgers,1,5,1,September 27, 302,Night Game,San Diego Padres,0,6,7, 7:11pm, Petco Park,Tuesday,2016,on grass
22454.0,Chicago Cubs,2,8,6,September 27, 349,Night Game,Pittsburgh Pirates,1,8,4, 7:06pm, PNC Park,Tuesday,2016,on grass
35161.0,Boston Red Sox,0,10,4,September 27, 309,Night Game,New York Yankees,1,14,6, 7:09pm, Yankee Stadium III,Tuesday,2016,on grass
21759.0,New York Mets,1,19,12,September 27, 320,Night Game,Miami Marlins,0,6,1, 7:12pm, Marlins Park,Tuesday,2016,on grass
28435.0,Minnesota Twins,0,8,3,September 27, 345,Night Game,Kansas City Royals,1,7,4, 6:16pm, Kauffman Stadium,Tuesday,2016,on grass
23499.0,Seattle Mariners,2,11,4,September 27, 255,Night Game,Houston Astros,0,11,8, 7:11pm, Minute Maid Park,Tuesday,2016,on grass
25696.0,Cleveland Indians,0,4,0,September 27, 301,Night Game,Detroit Tigers,0,16,12, 7:10pm, Comerica Park,Tuesday,2016,on grass
14798.0,Tampa Bay Rays,1,11,6,September 27, 257,Night Game,Chicago White Sox,1,14,13, 7:11pm, U.S. Cellular Field,Tuesday,2016,on grass
22348.0,Philadelphia Phillies,0,14,6,September 27, 302,Night Game,Atlanta Braves,1,10,7, 7:41pm, Turner Field,Tuesday,2016,on grass
27531.0,Oakland Athletics,1,6,1,September 27, 234,Night Game,Los Angeles Angels of Anaheim,1,12,8, 7:09pm, Angel Stadium of Anaheim,Tuesday,2016,on grass
18707.0,Arizona Diamondbacks,0,13,14,September 26, 321,Night Game,Washington Nationals,1,8,4, 7:06pm, Nationals Park,Monday,2016,on grass
44532.0,New York Yankees,1,11,7,September 26, 322,Night Game,Toronto Blue Jays,2,6,5, 7:07pm, Rogers Centre,Monday,2016,on turf
27263.0,Milwaukee Brewers,1,10,8,September 26, 251,Night Game,Texas Rangers,0,8,3, 7:07pm, Globe Life Park in Arlington,Monday,2016,on grass
34942.0,Cincinnati Reds,0,22,15,September 26, 248,Night Game,St. Louis Cardinals,0,6,2, 7:15pm, Busch Stadium III,Monday,2016,on grass
20519.0,Chicago Cubs,0,18,12,September 26, 334,Night Game,Pittsburgh Pirates,2,10,2, 7:07pm, PNC Park,Monday,2016,on grass
26933.0,New York Mets,0,7,3,September 26, 328,Night Game,Miami Marlins,1,14,7, 7:16pm, Marlins Park,Monday,2016,on grass
24107.0,Seattle Mariners,0,12,4,September 26, 352,Night Game,Houston Astros,1,10,3, 7:11pm, Minute Maid Park,Monday,2016,on grass
24981.0,Cleveland Indians,0,8,7,September 26, 325,Night Game,Detroit Tigers,1,10,4, 7:10pm, Comerica Park,Monday,2016,on grass
13665.0,Tampa Bay Rays,0,9,1,September 26, 304,Night Game,Chicago White Sox,1,11,7, 7:11pm, U.S. Cellular Field,Monday,2016,on grass
47896.0,New York Yankees,1,8,3,September 25, 319,Day Game,Toronto Blue Jays,0,9,4, 1:08pm, Rogers Centre,Sunday,2016,on turf
26443.0,Boston Red Sox,0,8,3,September 25, 401,Day Game,Tampa Bay Rays,1,7,2, 1:10pm, Tropicana Field,Sunday,2016,on turf
28456.0,San Francisco Giants,0,7,3,September 25, 305,Day Game,San Diego Padres,1,8,4, 1:41pm, Petco Park,Sunday,2016,on grass
28924.0,Washington Nationals,0,14,10,September 25, 401,Day Game,Pittsburgh Pirates,1,7,7, 1:37pm, PNC Park,Sunday,2016,on grass
17048.0,Texas Rangers,0,5,1,September 25, 231,Day Game,Oakland Athletics,0,13,7, 1:07pm, Oakland-Alameda County Coliseum,Sunday,2016,on grass
35093.0,Philadelphia Phillies,0,3,0,September 25, 332,Day Game,New York Mets,1,14,17, 1:12pm, Citi Field,Sunday,2016,on grass
22092.0,Seattle Mariners,0,6,4,September 25, 303,Day Game,Minnesota Twins,3,9,3, 1:12pm, Target Field,Sunday,2016,on grass
31776.0,Cincinnati Reds,1,8,4,September 25, 241,Day Game,Milwaukee Brewers,2,7,2, 1:11pm, Miller Park,Sunday,2016,on grass
51962.0,Colorado Rockies,1,8,3,September 25, 333,Day Game,Los Angeles Dodgers,0,12,4, 1:11pm, Dodger Stadium,Sunday,2016,on grass
32958.0,Los Angeles Angels of Anaheim,0,7,1,September 25, 223,Day Game,Houston Astros,0,9,4, 1:11pm, Minute Maid Park,Sunday,2016,on grass
33375.0,Kansas City Royals,0,19,12,September 25, 351,Day Game,Detroit Tigers,0,17,9, 1:10pm, Comerica Park,Sunday,2016,on grass
24118.0,Chicago White Sox,0,6,3,September 25, 246,Day Game,Cleveland Indians,3,2,0, 1:11pm, Progressive Field,Sunday,2016,on grass
40859.0,St. Louis Cardinals,0,5,1,September 25, 309,Night Game,Chicago Cubs,0,8,3, 7:08pm, Wrigley Field,Sunday,2016,on grass
31229.0,Arizona Diamondbacks,1,4,1,September 25, 243,Day Game,Baltimore Orioles,1,5,2, 1:40pm, Oriole Park at Camden Yards,Sunday,2016,on grass
47828.0,New York Yankees,0,3,0,September 24, 234,Day Game,Toronto Blue Jays,0,6,3, 4:09pm, Rogers Centre,Saturday,2016,on turf
25641.0,Boston Red Sox,0,8,6,September 24, 310,Night Game,Tampa Bay Rays,0,11,4, 6:11pm, Tropicana Field,Saturday,2016,on turf
31171.0,San Francisco Giants,1,12,9,September 24, 343,Night Game,San Diego Padres,2,8,6, 5:40pm, Petco Park,Saturday,2016,on grass
30137.0,Washington Nationals,0,12,6,September 24, 328,Night Game,Pittsburgh Pirates,3,8,1, 7:07pm, PNC Park,Saturday,2016,on grass
16736.0,Texas Rangers,0,9,5,September 24, 258,Day Game,Oakland Athletics,1,5,0, 1:07pm, Oakland-Alameda County Coliseum,Saturday,2016,on grass
39995.0,Philadelphia Phillies,2,17,10,September 24, 347,Night Game,New York Mets,0,11,8, 7:11pm, Citi Field,Saturday,2016,on grass
24749.0,Seattle Mariners,0,5,2,September 24, 206,Night Game,Minnesota Twins,2,3,3, 6:11pm, Target Field,Saturday,2016,on grass
31398.0,Cincinnati Reds,0,10,6,September 24, 301,Night Game,Milwaukee Brewers,1,6,1, 6:10pm, Miller Park,Saturday,2016,on grass
26178.0,Atlanta Braves,0,8,4,September 24, 321,Night Game,Miami Marlins,0,9,6, 7:11pm, Marlins Park,Saturday,2016,on grass
53299.0,Colorado Rockies,3,6,1,September 24, 304,Night Game,Los Angeles Dodgers,0,13,14, 6:11pm, Dodger Stadium,Saturday,2016,on grass
27565.0,Los Angeles Angels of Anaheim,1,12,10,September 24, 332,Night Game,Houston Astros,2,8,4, 6:10pm, Minute Maid Park,Saturday,2016,on grass
31721.0,Kansas City Royals,1,10,7,September 24, 350,Day Game,Detroit Tigers,1,14,4, 1:05pm, Comerica Park,Saturday,2016,on grass
32088.0,Chicago White Sox,1,15,8,September 24, 328,Night Game,Cleveland Indians,3,8,1, 7:10pm, Progressive Field,Saturday,2016,on grass
40785.0,St. Louis Cardinals,0,14,10,September 24, 319,Day Game,Chicago Cubs,1,8,4, 12:05pm, Wrigley Field,Saturday,2016,on grass
40610.0,Arizona Diamondbacks,2,7,1,September 24, 236,Night Game,Baltimore Orioles,0,10,6, 7:08pm, Oriole Park at Camden Yards,Saturday,2016,on grass
18937.0,Chicago White Sox,2,7,4,September 23, 302,Night Game,Cleveland Indians,0,13,10, 7:10pm, Progressive Field,Friday,2016,on grass
40791.0,St. Louis Cardinals,0,5,0,September 23, 253,Day Game,Chicago Cubs,0,9,5, 1:22pm, Wrigley Field,Friday,2016,on grass
37815.0,Arizona Diamondbacks,2,9,2,September 23, 400,Night Game,Baltimore Orioles,0,9,3, 7:08pm, Oriole Park at Camden Yards,Friday,2016,on grass
13355.0,New York Yankees,0,8,0,September 22, 237,Night Game,Tampa Bay Rays,1,7,2, 7:10pm, Tropicana Field,Thursday,2016,on turf
25789.0,San Francisco Giants,1,6,2,September 22, 255,Night Game,San Diego Padres,0,6,1, 7:11pm, Petco Park,Thursday,2016,on grass
35759.0,Philadelphia Phillies,1,9,8,September 22, 423,Night Game,New York Mets,0,11,9, 7:11pm, Citi Field,Thursday,2016,on grass
21599.0,Detroit Tigers,0,6,4,September 22, 310,Night Game,Minnesota Twins,2,4,2, 7:11pm, Target Field,Thursday,2016,on grass
18374.0,Detroit Tigers,1,9,9,September 22, 309,Day Game,Minnesota Twins,1,5,2, 1:10pm, Target Field,Thursday,2016,on grass
24582.0,Pittsburgh Pirates,0,5,1,September 22, 239,Night Game,Milwaukee Brewers,0,4,3, 7:11pm, Miller Park,Thursday,2016,on grass
22086.0,Atlanta Braves,1,7,6,September 22, 246,Night Game,Miami Marlins,0,6,3, 7:12pm, Marlins Park,Thursday,2016,on grass
48344.0,Colorado Rockies,0,7,4,September 22, 256,Night Game,Los Angeles Dodgers,1,9,7, 7:10pm, Dodger Stadium,Thursday,2016,on grass
20022.0,Los Angeles Angels of Anaheim,1,5,2,September 22, 241,Night Game,Houston Astros,1,8,0, 7:12pm, Minute Maid Park,Thursday,2016,on grass
15253.0,Kansas City Royals,0,6,2,September 22, 240,Night Game,Cleveland Indians,1,5,5, 7:11pm, Progressive Field,Thursday,2016,on grass
26788.0,Boston Red Sox,0,9,5,September 22, 319,Night Game,Baltimore Orioles,1,6,3, 7:08pm, Oriole Park at Camden Yards,Thursday,2016,on grass
35609.0,Los Angeles Angels of Anaheim,0,8,5,September 21, 246,Night Game,Texas Rangers,2,8,4, 7:08pm, Globe Life Park in Arlington,Wednesday,2016,on grass
12192.0,New York Yankees,0,17,11,September 21, 306,Night Game,Tampa Bay Rays,0,8,5, 7:11pm, Tropicana Field,Wednesday,2016,on turf
39595.0,Toronto Blue Jays,2,6,1,September 21, 423,Day Game,Seattle Mariners,0,6,2, 12:41pm, Safeco Field,Wednesday,2016,on grass
22110.0,Arizona Diamondbacks,0,5,3,September 21, 250,Night Game,San Diego Padres,0,4,2, 6:11pm, Petco Park,Wednesday,2016,on grass
21703.0,Chicago White Sox,0,7,3,September 21, 243,Night Game,Philadelphia Phillies,1,10,8, 7:07pm, Citizens Bank Park,Wednesday,2016,on grass
11197.0,Houston Astros,1,9,6,September 21, 313,Day Game,Oakland Athletics,0,7,5, 12:37pm, Oakland-Alameda County Coliseum,Wednesday,2016,on grass
32187.0,Atlanta Braves,0,9,4,September 21, 317,Night Game,New York Mets,2,7,3, 7:10pm, Citi Field,Wednesday,2016,on grass
25482.0,Pittsburgh Pirates,0,9,4,September 21, 251,Night Game,Milwaukee Brewers,1,7,1, 7:10pm, Miller Park,Wednesday,2016,on grass
17836.0,Washington Nationals,0,8,8,September 21, 310,Night Game,Miami Marlins,3,4,3, 7:12pm, Marlins Park,Wednesday,2016,on grass
45983.0,San Francisco Giants,1,7,3,September 21, 303,Night Game,Los Angeles Dodgers,1,12,9, 7:10pm, Dodger Stadium,Wednesday,2016,on grass
26099.0,St. Louis Cardinals,2,8,1,September 21, 243,Day Game,Colorado Rockies,0,12,11, 1:13pm, Coors Field,Wednesday,2016,on grass
13888.0,Kansas City Royals,0,7,3,September 21, 320,Night Game,Cleveland Indians,0,13,4, 7:11pm, Progressive Field,Wednesday,2016,on grass
40434.0,Cincinnati Reds,1,6,2,September 21, 312,Night Game,Chicago Cubs,1,15,9, 7:06pm, Wrigley Field,Wednesday,2016,on grass
20865.0,Boston Red Sox,0,6,5,September 21, 255,Night Game,Baltimore Orioles,3,4,1, 7:10pm, Oriole Park at Camden Yards,Wednesday,2016,on grass
26520.0,Los Angeles Angels of Anaheim,0,8,4,September 20, 322,Night Game,Texas Rangers,1,12,5, 7:08pm, Globe Life Park in Arlington,Tuesday,2016,on grass
12732.0,New York Yankees,1,10,5,September 20, 249,Night Game,Tampa Bay Rays,0,5,3, 7:11pm, Tropicana Field,Tuesday,2016,on turf
33573.0,Toronto Blue Jays,0,14,10,September 20, 333,Night Game,Seattle Mariners,1,7,2, 7:10pm, Safeco Field,Tuesday,2016,on grass
34319.0,Arizona Diamondbacks,0,4,2,September 20, 257,Night Game,San Diego Padres,1,4,5, 8:20pm, Petco Park,Tuesday,2016,on grass
16096.0,Chicago White Sox,1,10,6,September 20, 320,Night Game,Philadelphia Phillies,0,12,7, 7:07pm, Citizens Bank Park,Tuesday,2016,on grass
12139.0,Houston Astros,0,8,2,September 20, 301,Night Game,Oakland Athletics,0,3,1, 7:07pm, Oakland-Alameda County Coliseum,Tuesday,2016,on grass
30761.0,Atlanta Braves,0,10,5,September 20, 328,Night Game,New York Mets,0,9,4, 7:11pm, Citi Field,Tuesday,2016,on grass
23395.0,Detroit Tigers,0,11,8,September 20, 246,Night Game,Minnesota Twins,0,3,1, 7:12pm, Target Field,Tuesday,2016,on grass
20829.0,Pittsburgh Pirates,2,13,6,September 20, 308,Night Game,Milwaukee Brewers,0,7,3, 7:11pm, Miller Park,Tuesday,2016,on grass
17961.0,Washington Nationals,0,4,0,September 20, 211,Night Game,Miami Marlins,0,3,1, 7:10pm, Marlins Park,Tuesday,2016,on grass
53621.0,San Francisco Giants,1,11,2,September 20, 336,Night Game,Los Angeles Dodgers,0,9,0, 7:10pm, Dodger Stadium,Tuesday,2016,on grass
28665.0,St. Louis Cardinals,0,14,10,September 20, 321,Night Game,Colorado Rockies,1,12,5, 6:41pm, Coors Field,Tuesday,2016,on grass
13623.0,Kansas City Royals,1,6,1,September 20, 245,Night Game,Cleveland Indians,1,5,2, 7:10pm, Progressive Field,Tuesday,2016,on grass
40586.0,Cincinnati Reds,0,7,1,September 20, 258,Night Game,Chicago Cubs,1,11,6, 7:06pm, Wrigley Field,Tuesday,2016,on grass
20387.0,Boston Red Sox,0,11,5,September 20, 314,Night Game,Baltimore Orioles,0,6,2, 7:08pm, Oriole Park at Camden Yards,Tuesday,2016,on grass
29068.0,Los Angeles Angels of Anaheim,0,5,2,September 19, 300,Night Game,Texas Rangers,1,12,3, 7:09pm, Globe Life Park in Arlington,Monday,2016,on grass
34809.0,Toronto Blue Jays,0,8,3,September 19, 303,Night Game,Seattle Mariners,0,3,2, 7:10pm, Safeco Field,Monday,2016,on grass
20250.0,Arizona Diamondbacks,1,7,2,September 19, 246,Night Game,San Diego Padres,0,8,3, 7:10pm, Petco Park,Monday,2016,on grass
10072.0,Houston Astros,0,7,4,September 19, 241,Night Game,Oakland Athletics,0,3,2, 7:06pm, Oakland-Alameda County Coliseum,Monday,2016,on grass
29665.0,Atlanta Braves,0,13,7,September 19, 311,Night Game,New York Mets,0,8,3, 7:10pm, Citi Field,Monday,2016,on grass
17214.0,Washington Nationals,2,9,3,September 19, 250,Night Game,Miami Marlins,1,7,4, 7:11pm, Marlins Park,Monday,2016,on grass
43435.0,San Francisco Giants,0,3,1,September 19, 258,Night Game,Los Angeles Dodgers,1,6,2, 7:10pm, Dodger Stadium,Monday,2016,on grass
31502.0,Chicago White Sox,1,9,3,September 19, 235,Day Game,Kansas City Royals,0,12,8, 1:17pm, Kauffman Stadium,Monday,2016,on grass
26783.0,St. Louis Cardinals,0,11,5,September 19, 301,Night Game,Colorado Rockies,1,8,3, 6:41pm, Coors Field,Monday,2016,on grass
39251.0,Cincinnati Reds,0,6,2,September 19, 242,Night Game,Chicago Cubs,1,9,5, 7:06pm, Wrigley Field,Monday,2016,on grass
18456.0,Boston Red Sox,0,9,5,September 19, 233,Night Game,Baltimore Orioles,1,4,2, 7:07pm, Oriole Park at Camden Yards,Monday,2016,on grass
41324.0,St. Louis Cardinals,2,9,3,September 18, 249,Day Game,San Francisco Giants,0,5,0, 1:07pm, AT&T Park,Sunday,2016,on grass
25383.0,Houston Astros,0,5,3,September 18, 233,Day Game,Seattle Mariners,0,12,7, 1:10pm, Safeco Field,Sunday,2016,on grass
20059.0,Miami Marlins,0,8,5,September 18, 316,Day Game,Philadelphia Phillies,2,8,4, 1:37pm, Citizens Bank Park,Sunday,2016,on grass
28926.0,Minnesota Twins,1,8,2,September 18, 258,Day Game,New York Mets,0,7,3, 1:12pm, Citi Field,Sunday,2016,on grass
34982.0,Chicago White Sox,1,11,3,September 18, 304,Day Game,Kansas City Royals,0,12,10, 1:17pm, Kauffman Stadium,Sunday,2016,on grass
25811.0,San Diego Padres,0,6,3,September 18, 320,Day Game,Colorado Rockies,1,10,6, 2:10pm, Coors Field,Sunday,2016,on grass
21382.0,Detroit Tigers,2,11,9,September 18, 338,Day Game,Cleveland Indians,0,7,5, 1:11pm, Progressive Field,Sunday,2016,on grass
19597.0,Pittsburgh Pirates,1,7,4,September 18, 252,Day Game,Cincinnati Reds,2,14,7, 1:10pm, Great American Ball Park,Sunday,2016,on grass
41286.0,Milwaukee Brewers,0,7,3,September 18, 237,Day Game,Chicago Cubs,0,9,1, 1:20pm, Wrigley Field,Sunday,2016,on grass
37306.0,New York Yankees,1,11,4,September 18, 331,Night Game,Boston Red Sox,0,10,5, 8:11pm, Fenway Park,Sunday,2016,on grass
28427.0,Tampa Bay Rays,1,6,1,September 18, 301,Day Game,Baltimore Orioles,0,8,2, 1:38pm, Oriole Park at Camden Yards,Sunday,2016,on grass
37296.0,Washington Nationals,0,7,2,September 18, 236,Day Game,Atlanta Braves,0,12,6, 1:36pm, Turner Field,Sunday,2016,on grass
26159.0,Los Angeles Dodgers,1,10,9,September 18, 429,Day Game,Arizona Diamondbacks,0,16,10, 1:10pm, Chase Field,Sunday,2016,on grass
36270.0,Toronto Blue Jays,1,4,0,September 18, 325,Day Game,Los Angeles Angels of Anaheim,0,10,4, 12:37pm, Angel Stadium of Anaheim,Sunday,2016,on grass
39691.0,Oakland Athletics,0,12,11,September 17, 252,Night Game,Texas Rangers,0,6,2, 7:07pm, Globe Life Park in Arlington,Saturday,2016,on grass
41403.0,St. Louis Cardinals,1,7,3,September 17, 253,Night Game,San Francisco Giants,1,9,2, 6:05pm, AT&T Park,Saturday,2016,on grass
32304.0,Houston Astros,0,5,2,September 17, 233,Night Game,Seattle Mariners,0,7,1, 6:10pm, Safeco Field,Saturday,2016,on grass
24597.0,Miami Marlins,0,3,0,September 17, 242,Night Game,Philadelphia Phillies,0,11,8, 7:07pm, Citizens Bank Park,Saturday,2016,on grass
36941.0,Minnesota Twins,0,8,2,September 17, 415,Night Game,New York Mets,0,10,3, 7:11pm, Citi Field,Saturday,2016,on grass
34805.0,Chicago White Sox,0,8,2,September 17, 236,Night Game,Kansas City Royals,0,7,3, 6:15pm, Kauffman Stadium,Saturday,2016,on grass
34724.0,San Diego Padres,0,4,0,September 17, 253,Night Game,Colorado Rockies,0,12,8, 6:12pm, Coors Field,Saturday,2016,on grass
26654.0,Detroit Tigers,0,4,0,September 17, 353,Day Game,Cleveland Indians,0,4,1, 4:20pm, Progressive Field,Saturday,2016,on grass
24397.0,Pittsburgh Pirates,0,11,7,September 17, 329,Night Game,Cincinnati Reds,1,7,3, 6:11pm, Great American Ball Park,Saturday,2016,on grass
17226.0,Pittsburgh Pirates,2,11,10,September 17, 320,Day Game,Cincinnati Reds,3,11,4, 1:12pm, Great American Ball Park,Saturday,2016,on grass
40956.0,Milwaukee Brewers,0,8,11,September 17, 302,Day Game,Chicago Cubs,1,8,3, 3:06pm, Wrigley Field,Saturday,2016,on grass
37267.0,New York Yankees,0,9,5,September 17, 336,Day Game,Boston Red Sox,0,10,6, 1:08pm, Fenway Park,Saturday,2016,on grass
27823.0,Tampa Bay Rays,0,6,5,September 17, 300,Night Game,Baltimore Orioles,1,7,2, 7:08pm, Oriole Park at Camden Yards,Saturday,2016,on grass
36016.0,Washington Nationals,0,7,3,September 17, 326,Day Game,Atlanta Braves,1,13,7, 1:08pm, Turner Field,Saturday,2016,on grass
38255.0,Los Angeles Dodgers,1,11,6,September 17, 312,Night Game,Arizona Diamondbacks,1,6,2, 5:11pm, Chase Field,Saturday,2016,on grass
39195.0,Toronto Blue Jays,3,10,1,September 17, 308,Night Game,Los Angeles Angels of Anaheim,0,8,6, 6:08pm, Angel Stadium of Anaheim,Saturday,2016,on grass
30486.0,Oakland Athletics,1,10,6,September 16, 302,Night Game,Texas Rangers,0,12,7, 7:07pm, Globe Life Park in Arlington,Friday,2016,on grass
41278.0,St. Louis Cardinals,1,7,2,September 16, 257,Night Game,San Francisco Giants,1,7,8, 7:15pm, AT&T Park,Friday,2016,on grass
28211.0,Los Angeles Dodgers,0,5,3,September 16, 332,Night Game,Arizona Diamondbacks,1,6,2, 6:40pm, Chase Field,Friday,2016,on grass
42159.0,Toronto Blue Jays,0,10,5,September 16, 315,Night Game,Los Angeles Angels of Anaheim,0,8,0, 7:08pm, Angel Stadium of Anaheim,Friday,2016,on grass
